*
*
*   Date      Time      IP,bpsIn,bpsOut,rtt(ms),packet loss(%)
2017-07-15 20:37:31 192.168.87.151,2571,766,0,0
2017-07-15 20:37:31 192.168.87.152,1749,2349,104,0
2017-07-15 20:37:41 192.168.87.151,2824,846,0,0
2017-07-15 20:37:41 192.168.87.152,1657,2405,34,0
2017-07-15 20:37:51 192.168.87.151,2824,846,0,0
2017-07-15 20:37:51 192.168.87.152,1445,2193,62,0
2017-07-15 20:38:01 192.168.87.151,2670,734,0,0
2017-07-15 20:38:01 192.168.87.152,1752,2360,84,0
2017-07-15 20:38:11 192.168.87.151,2868,763,0,0
2017-07-15 20:38:11 192.168.87.152,1765,2338,110,0
2017-07-15 20:38:21 192.168.87.151,2721,711,0,0
2017-07-15 20:38:21 192.168.87.152,1765,2338,34,0
2017-07-15 20:38:31 192.168.87.151,811,313,0,0
2017-07-15 20:38:31 192.168.87.152,1199,1373,58,0
2017-07-15 20:38:41 192.168.87.151,2877,806,0,0
2017-07-15 20:38:41 192.168.87.152,1662,2282,15,0
2017-07-15 20:38:51 192.168.87.151,2869,764,0,0
2017-07-15 20:38:51 192.168.87.152,1396,2163,27,0
2017-07-15 20:39:01 192.168.87.151,2428,659,0,0
2017-07-15 20:39:02 192.168.87.152,1396,2163,763,0
2017-07-15 20:39:11 192.168.87.151,2428,659,0,0
2017-07-15 20:39:11 192.168.87.152,1396,2163,84,0
2017-07-15 20:39:21 192.168.87.151,1357,514,0,0
2017-07-15 20:39:22 192.168.87.152,1600,1637,410,0
2017-07-15 20:39:31 192.168.87.151,2843,847,0,0
2017-07-15 20:39:31 192.168.87.152,1305,2004,218,0
2017-07-15 20:39:41 192.168.87.151,2461,660,0,0
2017-07-15 20:39:41 192.168.87.152,1711,2386,47,0
2017-07-15 20:39:51 192.168.87.151,2845,806,0,0
2017-07-15 20:39:51 192.168.87.152,1711,2386,82,0
2017-07-15 20:40:01 192.168.87.151,1397,471,0,0
2017-07-15 20:40:01 192.168.87.152,1379,1518,210,0
2017-07-15 20:40:11 192.168.87.151,2505,659,0,0
2017-07-15 20:40:11 192.168.87.152,1379,1518,4,0
2017-07-15 20:40:21 192.168.87.151,1507,514,0,0
2017-07-15 20:40:21 192.168.87.152,1379,1518,7,0
2017-07-15 20:40:31 192.168.87.151,1415,615,0,0
2017-07-15 20:40:31 192.168.87.152,1499,1553,17,0
2017-07-15 20:40:41 192.168.87.151,2549,710,0,0
2017-07-15 20:40:41 192.168.87.152,1499,1553,32,0
2017-07-15 20:40:51 192.168.87.151,1365,470,0,0
2017-07-15 20:40:51 192.168.87.152,1479,1513,4,0
2017-07-15 20:41:01 192.168.87.151,1365,470,0,0
2017-07-15 20:41:02 192.168.87.152,1414,2193,22,0
2017-07-15 20:41:11 192.168.87.151,2821,892,0,0
2017-07-15 20:41:11 192.168.87.152,1414,2193,125,0
2017-07-15 20:41:21 192.168.87.151,2566,711,0,0
2017-07-15 20:41:21 192.168.87.152,1823,2471,50,0
2017-07-15 20:41:31 192.168.87.151,2718,744,0,0
2017-07-15 20:41:31 192.168.87.152,1583,2258,33,0
2017-07-15 20:41:41 192.168.87.151,2839,807,0,0
2017-07-15 20:41:41 192.168.87.152,1430,2123,97,0
2017-07-15 20:41:51 192.168.87.151,2502,710,0,0
2017-07-15 20:41:52 192.168.87.152,1687,2311,558,0
2017-07-15 20:42:01 192.168.87.151,2901,796,0,0
2017-07-15 20:42:01 192.168.87.152,1687,2311,50,0
2017-07-15 20:42:11 192.168.87.151,1324,462,0,0
2017-07-15 20:42:11 192.168.87.152,1324,1500,83,0
2017-07-15 20:42:21 192.168.87.151,2397,659,0,0
2017-07-15 20:42:21 192.168.87.152,1658,2369,9,0
2017-07-15 20:42:31 192.168.87.151,2807,763,0,0
2017-07-15 20:42:31 192.168.87.152,1680,2298,53,0
2017-07-15 20:42:41 192.168.87.151,2866,763,0,0
2017-07-15 20:42:41 192.168.87.152,1372,2086,4,0
2017-07-15 20:42:51 192.168.87.151,2866,763,0,0
2017-07-15 20:42:51 192.168.87.152,1372,2086,109,0
2017-07-15 20:43:01 192.168.87.151,2537,754,0,0
2017-07-15 20:43:01 192.168.87.152,1748,2364,17,0
2017-07-15 20:43:11 192.168.87.151,2932,848,0,0
2017-07-15 20:43:11 192.168.87.152,1803,2424,63,0
2017-07-15 20:43:21 192.168.87.151,2807,763,0,0
2017-07-15 20:43:21 192.168.87.152,1457,2205,68,0
2017-07-15 20:43:31 192.168.87.151,2537,701,0,0
2017-07-15 20:43:31 192.168.87.152,1699,2283,25,0
2017-07-15 20:43:41 192.168.87.151,2797,815,0,0
2017-07-15 20:43:41 192.168.87.152,1725,2366,15,0
2017-07-15 20:43:51 192.168.87.151,2842,713,0,0
2017-07-15 20:43:51 192.168.87.152,1315,2074,3,0
2017-07-15 20:44:01 192.168.87.151,2466,754,0,0
2017-07-15 20:44:01 192.168.87.152,1710,2357,7,0
2017-07-15 20:44:11 192.168.87.151,2867,763,0,0
