*
*
*   Date      Time      IP,bpsIn,bpsOut,rtt(ms),packet loss(%)
2017-07-15 18:41:22 192.168.87.151,3047,904,0,0
2017-07-15 18:41:22 192.168.87.152,1326,2121,20,0
2017-07-15 18:41:32 192.168.87.151,2331,574,0,0
2017-07-15 18:41:32 192.168.87.152,1803,2350,52,0
2017-07-15 18:41:42 192.168.87.151,2888,848,0,0
2017-07-15 18:41:42 192.168.87.152,1750,2338,78,0
2017-07-15 18:41:52 192.168.87.151,2751,764,0,0
2017-07-15 18:41:52 192.168.87.152,1410,2112,114,0
2017-07-15 18:42:02 192.168.87.151,2532,702,0,0
2017-07-15 18:42:02 192.168.87.152,1690,2347,36,0
2017-07-15 18:42:12 192.168.87.151,2774,764,0,0
2017-07-15 18:42:12 192.168.87.152,1690,2347,60,0
2017-07-15 18:42:22 192.168.87.151,2774,764,0,0
2017-07-15 18:42:22 192.168.87.152,1374,1419,93,0
2017-07-15 18:42:32 192.168.87.151,1969,591,0,0
2017-07-15 18:42:33 192.168.87.152,1782,2335,524,0
2017-07-15 18:42:42 192.168.87.151,1969,591,0,0
2017-07-15 18:42:44 192.168.87.152,1782,2335,-1,0
2017-07-15 18:42:52 192.168.87.151,2034,676,0,0
2017-07-15 18:42:52 192.168.87.152,1373,1554,17,0
2017-07-15 18:43:02 192.168.87.151,2034,676,0,0
2017-07-15 18:43:02 192.168.87.152,1373,1554,99,0
2017-07-15 18:43:12 192.168.87.151,2547,710,0,0
2017-07-15 18:43:12 192.168.87.152,1657,2233,17,0
2017-07-15 18:43:22 192.168.87.151,2679,795,0,0
2017-07-15 18:43:22 192.168.87.152,1710,2405,52,0
2017-07-15 18:43:32 192.168.87.151,2844,764,0,0
2017-07-15 18:43:32 192.168.87.152,1337,2054,9,0
2017-07-15 18:43:42 192.168.87.151,2335,755,0,0
2017-07-15 18:43:42 192.168.87.152,1672,2383,3,0
2017-07-15 18:43:52 192.168.87.151,2814,764,0,0
2017-07-15 18:43:52 192.168.87.152,1702,2298,29,0
2017-07-15 18:44:02 192.168.87.151,2843,763,0,0
2017-07-15 18:44:02 192.168.87.152,1397,2098,3,0
2017-07-15 18:44:12 192.168.87.151,2448,710,0,0
2017-07-15 18:44:12 192.168.87.152,1698,2297,3,0
