22.224,91537,3942001,388,0
27.78,46786,2152949,532,0
50.004,35412,1316127,850,0
66.672,35412,1316127,1165,0
72.228,35412,1316127,1033,0
81.488,23155,912733,758,0
88.896,10197,282953,339,0
92.6,10197,282953,550,0
100.008,10197,282953,472,0
96.304,6491,201821,113,0
101.86,6417,232737,461,0
107.416,6417,232737,320,0
109.268,6417,232737,188,0
118.528,6567,187144,120,0
124.084,20811,855237,74,0
127.788,49022,2161230,106,0
135.196,57207,2501235,947,0
142.604,18791,640633,93,0
148.16,18791,640633,251,0
155.568,18791,640633,101,0
170.384,47195,1928688,196,0
177.792,49327,2193013,63,0
185.2,44264,1734059,817,0
194.46,44264,1734059,538,0
201.868,20456,764401,374,0
207.424,20456,764401,119,0
224.092,18894,695162,-1,0
224.092,7601,229473,111,0
231.5,7601,229473,-1,0
237.056,7601,229473,215,0
238.908,5913,132563,-1,0
246.316,7396,224240,110,0
246.316,13138,507412,117,0
246.316,34255,1407348,203,0
248.168,34255,1407348,-1,0
251.872,34255,1407348,140,0
253.724,34255,1407348,-1,0
253.724,34255,1407348,-1,0
264.836,9245,273037,482,0
270.392,3287,60926,44,0
277.8,20314,779642,70,0
285.208,17334,670511,105,0
290.764,10356,353166,128,0
303.728,21295,775338,138,0
307.432,2550,18452,8,0
314.84,26104,1092866,-1,0
316.692,26104,1092866,496,0
322.248,26104,1092866,384,0
329.656,26104,1092866,252,0
337.064,15332,568532,93,0
344.472,22903,761369,303,0
353.732,22903,761369,-1,0
353.732,7311,212659,19,0
359.288,14700,523640,223,0
377.808,14536,487980,102,0
388.92,15680,515346,118,0
403.736,24769,938902,100,0
409.292,19253,1055822,103,0
422.256,23007,888343,100,0
433.368,17483,649952,267,0
442.628,13845,535348,-1,0
446.332,37954,1522777,-1,0
461.148,28127,1102557,-1,0
468.556,13259,445962,122,0
474.112,19895,791313,201,0
479.668,8665,229095,28,0
479.668,1480,3392,20,0
485.224,1480,3392,593,0
503.744,1480,3392,1946,0
507.448,1480,3392,937,0
524.116,10765,346323,-1,0
525.968,9638,318456,95,0
540.784,9638,318456,224,0
550.044,9638,318456,194,0
557.452,9643,323270,58,0
563.008,9668,291156,19,0
575.972,21245,860957,1226,0
587.084,10928,358033,-1,0
585.232,10928,358033,-1,0
622.272,4689,127867,1322,0
637.088,23121,985034,875,0
642.644,23121,985034,1206,0
650.052,23121,985034,1505,0
663.016,9714,365243,1132,0
666.72,11204,340490,951,0
688.944,6856,218145,812,0
692.648,9261,323420,1190,0
698.204,9261,323420,1652,0
705.612,9261,323420,1250,0
711.168,9261,323420,464,0
716.724,9261,323420,261,0
729.688,9261,323420,996,0
738.948,8086,261385,1461,0
764.876,4668,115127,1462,0
779.692,8141,262195,547,0
811.176,15689,590336,811,0
820.436,15689,590336,1256,0
827.844,8527,299592,589,0
835.252,8527,299592,510,0
840.808,8527,299592,475,0
868.588,6378,197111,1234,0
881.552,3255,69929,697,0
