*
*
*   Date      Time      IP,bpsIn,bpsOut,rtt(ms),packet loss(%)
2017-08-01 17:49:21 192.168.87.116,689622,19396,0,0
2017-08-01 17:49:31 192.168.87.116,3175515,78531,0,0
2017-08-01 17:49:41 192.168.87.116,4566518,106382,0,0
2017-08-01 17:49:41 192.168.87.152,103314,4882600,162,0
2017-08-01 17:49:51 192.168.87.116,2745449,71317,0,0
2017-08-01 17:49:51 192.168.87.152,91537,3942001,191,0
2017-08-01 17:50:01 192.168.87.116,3349995,88020,0,0
2017-08-01 17:50:02 192.168.87.152,91537,3942001,388,0
2017-08-01 17:50:11 192.168.87.116,3349995,88020,0,0
2017-08-01 17:50:12 192.168.87.152,46786,2152949,532,0
2017-08-01 17:50:21 192.168.87.116,3349995,88020,0,0
2017-08-01 17:50:21 192.168.87.152,46786,2152949,135,0
2017-08-01 17:50:31 192.168.87.116,1746325,46148,0,0
2017-08-01 17:50:33 192.168.87.152,39903,1722036,577,0
2017-08-01 17:50:41 192.168.87.116,1230694,35375,0,0
2017-08-01 17:50:42 192.168.87.152,35412,1316127,850,0
2017-08-01 17:50:51 192.168.87.116,575716,17615,0,0
2017-08-01 17:50:53 192.168.87.152,35412,1316127,1588,0
2017-08-01 17:51:01 192.168.87.116,575716,17615,0,0
2017-08-01 17:51:02 192.168.87.152,35412,1316127,1165,0
2017-08-01 17:51:11 192.168.87.116,1542148,39373,0,0
2017-08-01 17:51:12 192.168.87.152,35412,1316127,1033,0
2017-08-01 17:51:21 192.168.87.116,504628,16826,0,0
2017-08-01 17:51:22 192.168.87.152,23155,912733,758,0
2017-08-01 17:51:31 192.168.87.116,287236,12642,0,0
2017-08-01 17:51:33 192.168.87.152,10197,282953,1272,0
2017-08-01 17:51:41 192.168.87.116,267733,8319,0,0
2017-08-01 17:51:42 192.168.87.152,10197,282953,339,0
2017-08-01 17:51:51 192.168.87.116,259918,7498,0,0
2017-08-01 17:51:52 192.168.87.152,10197,282953,550,0
2017-08-01 17:52:01 192.168.87.116,207865,7942,0,0
2017-08-01 17:52:02 192.168.87.152,10197,282953,472,0
2017-08-01 17:52:11 192.168.87.116,42204,1959,0,0
2017-08-01 17:52:12 192.168.87.152,6491,201821,113,0
2017-08-01 17:52:21 192.168.87.116,426686,11864,0,0
2017-08-01 17:52:23 192.168.87.152,6491,201821,1937,0
2017-08-01 17:52:31 192.168.87.116,7802,718,0,0
2017-08-01 17:52:32 192.168.87.152,6417,232737,461,0
2017-08-01 17:52:41 192.168.87.116,71491,7236,0,0
2017-08-01 17:52:43 192.168.87.152,6417,232737,-1,0
2017-08-01 17:52:51 192.168.87.116,71491,7236,0,0
2017-08-01 17:52:52 192.168.87.152,6417,232737,320,0
2017-08-01 17:53:01 192.168.87.116,8295,1276,0,0
2017-08-01 17:53:02 192.168.87.152,6417,232737,188,0
2017-08-01 17:53:11 192.168.87.116,9364,3836,0,0
2017-08-01 17:53:13 192.168.87.152,6567,187144,-1,0
2017-08-01 17:53:21 192.168.87.116,799135,22752,0,0
2017-08-01 17:53:23 192.168.87.152,6567,187144,456,0
2017-08-01 17:53:31 192.168.87.116,539876,15371,0,0
2017-08-01 17:53:32 192.168.87.152,6567,187144,120,0
2017-08-01 17:53:42 192.168.87.116,1249014,30692,0,0
2017-08-01 17:53:42 192.168.87.152,20811,855237,74,0
2017-08-01 17:53:52 192.168.87.116,2440799,61648,0,0
2017-08-01 17:53:52 192.168.87.152,49022,2161230,106,0
2017-08-01 17:54:02 192.168.87.116,2432703,64789,0,0
2017-08-01 17:54:02 192.168.87.152,57207,2501235,947,0
2017-08-01 17:54:12 192.168.87.116,570904,17876,0,0
2017-08-01 17:54:12 192.168.87.152,18791,640633,93,0
2017-08-01 17:54:22 192.168.87.116,1711025,42503,0,0
2017-08-01 17:54:22 192.168.87.152,18791,640633,251,0
2017-08-01 17:54:32 192.168.87.116,982407,26164,0,0
2017-08-01 17:54:32 192.168.87.152,18791,640633,101,0
2017-08-01 17:54:42 192.168.87.116,982407,26164,0,0
2017-08-01 17:54:43 192.168.87.152,32397,1383982,1065,0
2017-08-01 17:54:52 192.168.87.116,1602584,41664,0,0
2017-08-01 17:54:52 192.168.87.152,47195,1928688,196,0
2017-08-01 17:55:02 192.168.87.116,2374286,59362,0,0
2017-08-01 17:55:02 192.168.87.152,49327,2193013,63,0
2017-08-01 17:55:12 192.168.87.116,1686359,45693,0,0
2017-08-01 17:55:12 192.168.87.152,44264,1734059,817,0
2017-08-01 17:55:22 192.168.87.116,881153,28257,0,0
2017-08-01 17:55:22 192.168.87.152,44264,1734059,538,0
2017-08-01 17:55:32 192.168.87.116,615153,19383,0,0
2017-08-01 17:55:32 192.168.87.152,20456,764401,374,0
2017-08-01 17:55:42 192.168.87.116,419229,13972,0,0
2017-08-01 17:55:42 192.168.87.152,20456,764401,119,0
2017-08-01 17:55:52 192.168.87.116,795133,21674,0,0
2017-08-01 17:55:53 192.168.87.152,18894,695162,578,0
2017-08-01 17:56:02 192.168.87.116,551815,17944,0,0
2017-08-01 17:56:04 192.168.87.152,18894,695162,-1,0
2017-08-01 17:56:12 192.168.87.116,8994,927,0,0
2017-08-01 17:56:12 192.168.87.152,7601,229473,111,0
2017-08-01 17:56:22 192.168.87.116,7733,950,0,0
2017-08-01 17:56:23 192.168.87.152,7601,229473,1281,0
2017-08-01 17:56:32 192.168.87.116,7733,950,0,0
2017-08-01 17:56:34 192.168.87.152,7601,229473,-1,0
2017-08-01 17:56:42 192.168.87.116,223145,14961,0,0
2017-08-01 17:56:42 192.168.87.152,7601,229473,215,0
2017-08-01 17:56:52 192.168.87.116,99151,5527,0,0
2017-08-01 17:56:54 192.168.87.152,5913,132563,-1,0
2017-08-01 17:57:02 192.168.87.116,408795,12198,0,0
2017-08-01 17:57:03 192.168.87.152,5913,132563,938,0
2017-08-01 17:57:12 192.168.87.116,219163,8286,0,0
2017-08-01 17:57:13 192.168.87.152,5913,132563,1028,0
2017-08-01 17:57:22 192.168.87.116,14958,1199,0,0
2017-08-01 17:57:22 192.168.87.152,7396,224240,110,0
2017-08-01 17:57:32 192.168.87.116,517095,14032,0,0
2017-08-01 17:57:32 192.168.87.152,13138,507412,117,0
2017-08-01 17:57:42 192.168.87.116,1290762,34513,0,0
2017-08-01 17:57:42 192.168.87.152,34255,1407348,203,0
2017-08-01 17:57:52 192.168.87.116,1023593,32645,0,0
2017-08-01 17:57:54 192.168.87.152,34255,1407348,-1,0
2017-08-01 17:58:02 192.168.87.116,17765,1464,0,0
2017-08-01 17:58:02 192.168.87.152,34255,1407348,140,0
2017-08-01 17:58:12 192.168.87.116,87394,4750,0,0
2017-08-01 17:58:14 192.168.87.152,34255,1407348,-1,0
2017-08-01 17:58:22 192.168.87.116,87394,4750,0,0
2017-08-01 17:58:24 192.168.87.152,34255,1407348,-1,0
2017-08-01 17:58:32 192.168.87.116,8042,1095,0,0
2017-08-01 17:58:33 192.168.87.152,34255,1407348,196,0
2017-08-01 17:58:42 192.168.87.116,138431,9346,0,0
2017-08-01 17:58:43 192.168.87.152,34255,1407348,818,0
2017-08-01 17:58:52 192.168.87.116,263025,10610,0,0
2017-08-01 17:58:52 192.168.87.152,9245,273037,482,0
2017-08-01 17:59:02 192.168.87.116,55283,2859,0,0
2017-08-01 17:59:02 192.168.87.152,3287,60926,44,0
2017-08-01 17:59:12 192.168.87.116,688721,19360,0,0
2017-08-01 17:59:12 192.168.87.152,20314,779642,70,0
2017-08-01 17:59:22 192.168.87.116,698293,23762,0,0
2017-08-01 17:59:22 192.168.87.152,17334,670511,105,0
2017-08-01 17:59:32 192.168.87.116,350434,11477,0,0
2017-08-01 17:59:32 192.168.87.152,10356,353166,128,0
2017-08-01 17:59:42 192.168.87.116,152488,5465,0,0
2017-08-01 17:59:43 192.168.87.152,7534,253361,1226,0
2017-08-01 17:59:52 192.168.87.116,721382,22281,0,0
2017-08-01 17:59:52 192.168.87.152,21295,775338,138,0
2017-08-01 18:00:02 192.168.87.116,15598,1764,0,0
2017-08-01 18:00:02 192.168.87.152,2550,18452,8,0
2017-08-01 18:00:12 192.168.87.116,15598,1764,0,0
2017-08-01 18:00:13 192.168.87.152,2550,18452,774,0
2017-08-01 18:00:22 192.168.87.116,1078209,27569,0,0
2017-08-01 18:00:24 192.168.87.152,26104,1092866,-1,0
2017-08-01 18:00:32 192.168.87.116,580269,16841,0,0
2017-08-01 18:00:32 192.168.87.152,26104,1092866,496,0
2017-08-01 18:00:42 192.168.87.116,701695,23155,0,0
2017-08-01 18:00:42 192.168.87.152,26104,1092866,384,0
2017-08-01 18:00:52 192.168.87.116,439972,13734,0,0
2017-08-01 18:00:52 192.168.87.152,26104,1092866,252,0
2017-08-01 18:01:02 192.168.87.116,438750,15800,0,0
2017-08-01 18:01:02 192.168.87.152,15332,568532,93,0
2017-08-01 18:01:12 192.168.87.116,670541,21721,0,0
2017-08-01 18:01:12 192.168.87.152,22903,761369,303,0
2017-08-01 18:01:22 192.168.87.116,348400,11773,0,0
