250.02,-13,1.0,93317,7756311,270,0
250.02,-13,1.0,93317,7756311,270,0
250.02,-13,1.0,93317,7756311,270,0
250.02,-13,1.0,93317,7756311,270,0
250.02,-13,1.0,93317,7756311,270,0
250.02,-13,1.0,93317,7756311,270,0
250.02,-13,1.0,93317,7756311,270,0
250.02,-13,1.0,93317,7756311,270,0
250.02,-13,1.0,93317,7756311,270,0
250.02,-13,1.0,93317,7756311,270,0
250.02,-13,1.0,93317,7756311,270,0
250.02,-13,1.0,93317,7756311,270,0
250.02,-13,1.0,93317,7756311,270,0
250.02,-13,1.0,93317,7756311,270,0
250.02,-13,1.0,93317,7756311,270,0
250.02,-13,1.0,93317,7756311,270,0
250.02,-13,1.0,93317,7756311,270,0
250.02,-13,1.0,93317,7756311,270,0
250.02,-13,1.0,93317,7756311,270,0
250.02,-13,1.0,93317,7756311,270,0
250.02,-13,1.0,93317,7756311,270,0
250.02,-13,1.0,93317,7756311,270,0
250.02,-13,1.0,98673,4668921,314,0
250.02,-13,1.0,98673,4668921,314,0
250.02,-13,1.0,98673,4668921,314,0
250.02,-13,1.0,98673,4668921,314,0
250.02,-13,1.0,98673,4668921,314,0
250.02,-13,1.0,98673,4668921,314,0
250.02,-13,1.0,98673,4668921,314,0
250.02,-13,1.0,98673,4668921,314,0
250.02,-13,1.0,98673,4668921,314,0
250.02,-13,1.0,98673,4668921,314,0
250.02,-13,1.0,98673,4668921,314,0
250.02,-13,1.0,98673,4668921,314,0
250.02,-13,1.0,98673,4668921,314,0
250.02,-13,1.0,98673,4668921,314,0
250.02,-13,1.0,98673,4668921,314,0
250.02,-13,1.0,98673,4668921,314,0
250.02,-13,1.0,98673,4668921,314,0
250.02,-13,1.0,98673,4668921,314,0
250.02,-13,1.0,98673,4668921,314,0
250.02,-13,1.0,98673,4668921,314,0
250.02,-13,1.0,98673,4668921,314,0
250.02,-13,1.0,98673,4668921,314,0
250.02,-12,1.0,118222,7869555,1905,0
250.02,-12,1.0,118222,7869555,1905,0
250.02,-12,1.0,118222,7869555,1905,0
250.02,-12,1.0,118222,7869555,1905,0
250.02,-12,1.0,118222,7869555,1905,0
250.02,-12,1.0,118222,7869555,1905,0
250.02,-12,1.0,118222,7869555,1905,0
250.02,-12,1.0,118222,7869555,1905,0
250.02,-12,1.0,118222,7869555,1905,0
250.02,-12,1.0,118222,7869555,1905,0
250.02,-12,1.0,118222,7869555,1905,0
250.02,-12,1.0,118222,7869555,1905,0
250.02,-12,1.0,118222,7869555,1905,0
250.02,-12,1.0,118222,7869555,1905,0
250.02,-12,1.0,118222,7869555,1905,0
250.02,-12,1.0,118222,7869555,1905,0
250.02,-12,1.0,118222,7869555,1905,0
250.02,-12,1.0,118222,7869555,1905,0
250.02,-12,1.0,118222,7869555,1905,0
250.02,-12,1.0,118222,7869555,1905,0
250.02,-12,1.0,118222,7869555,1905,0
250.02,-12,1.0,118222,7869555,1905,0
