
21:11:30,192.168.87.116,2803449,66199,0,0
21:11:30,192.168.87.152,60748,2747806,95,0
21:11:40,192.168.87.116,3495290,79414,0,0
21:11:42,192.168.87.152,72823,5119280,1560,0
21:11:50,192.168.87.116,3537860,90004,0,0
21:11:50,192.168.87.152,72823,5119280,30,0
21:12:00,192.168.87.116,661987,18320,0,0
21:12:00,192.168.87.152,51431,1586426,142,0
21:12:10,192.168.87.116,3040859,70111,0,0
21:12:10,192.168.87.152,73091,3396697,20,0
21:12:20,192.168.87.116,4173475,94534,0,0
21:12:20,192.168.87.152,87401,4188156,133,0
21:12:30,192.168.87.116,7078490,159109,0,0
21:12:30,192.168.87.152,146545,6982538,181,0
21:12:40,192.168.87.116,4880020,118986,0,0
21:12:40,192.168.87.152,146545,6982538,152,0
21:12:50,192.168.87.116,2872148,70644,0,0
21:12:50,192.168.87.152,92886,4256533,155,0
21:13:00,192.168.87.116,2069039,51766,0,0
21:13:00,192.168.87.152,92886,4256533,106,0
21:13:10,192.168.87.116,2069039,51766,0,0
21:13:10,192.168.87.152,49990,2161698,205,0
21:13:20,192.168.87.116,2989970,73631,0,0
21:13:21,192.168.87.152,59651,2747955,413,0
21:13:30,192.168.87.116,3226321,79317,0,0
21:13:31,192.168.87.152,73456,3292448,332,0
21:13:40,192.168.87.116,1311350,37360,0,0
21:13:40,192.168.87.152,73456,3292448,239,0
21:13:50,192.168.87.116,1346136,33892,0,0
21:13:51,192.168.87.152,36343,1801096,424,0
21:14:00,192.168.87.116,909999,25200,0,0
21:14:01,192.168.87.152,36343,1801096,646,0
21:14:10,192.168.87.116,45930,2952,0,0
21:14:10,192.168.87.152,13521,203334,80,0
21:14:20,192.168.87.116,2412036,56402,0,0
21:14:21,192.168.87.152,59572,2719863,244,0
21:14:30,192.168.87.116,2412036,56402,0,0
21:14:31,192.168.87.152,59572,2719863,703,0
21:14:40,192.168.87.116,1536472,40916,0,0
21:14:41,192.168.87.152,59572,2719863,983,0
21:14:50,192.168.87.116,1069982,26465,0,0
21:14:52,192.168.87.152,59572,2719863,-1,0
21:15:00,192.168.87.116,1069982,26465,0,0
21:15:01,192.168.87.152,59572,2719863,213,0
21:15:10,192.168.87.116,473576,13887,0,0
21:15:11,192.168.87.152,59572,2719863,502,0
21:15:20,192.168.87.116,508545,15268,0,0
21:15:21,192.168.87.152,25332,1069271,313,0
21:15:30,192.168.87.116,1384651,36487,0,0
21:15:31,192.168.87.152,25332,1069271,472,0
21:15:40,192.168.87.116,396437,12126,0,0
21:15:41,192.168.87.152,25332,1069271,183,0
21:15:50,192.168.87.116,521500,19855,0,0
21:15:52,192.168.87.152,25332,1069271,-1,0
21:16:00,192.168.87.116,6211,601,0,0
21:16:02,192.168.87.152,25332,1069271,-1,0
21:16:10,192.168.87.116,8524,1133,0,0
21:16:12,192.168.87.152,25332,1069271,-1,0
21:16:20,192.168.87.116,31182,5645,0,0
21:16:21,192.168.87.152,11955,418508,326,0
21:16:30,192.168.87.116,579734,17513,0,0
21:16:32,192.168.87.152,11955,418508,-1,0
21:16:40,192.168.87.116,103743,4974,0,0
21:16:42,192.168.87.152,11955,418508,-1,0
21:16:50,192.168.87.116,103743,4974,0,0
21:16:52,192.168.87.152,11955,418508,-1,0
21:17:00,192.168.87.116,170970,4940,0,0
21:17:02,192.168.87.152,11955,418508,-1,0
21:17:10,192.168.87.116,11500,3002,0,0
21:17:12,192.168.87.152,11955,418508,-1,0
21:17:20,192.168.87.116,14463,8836,0,0
21:17:22,192.168.87.152,11955,418508,-1,0
21:17:30,192.168.87.116,9509,2081,0,0
21:17:32,192.168.87.152,11955,418508,-1,0
21:17:40,192.168.87.116,7150,1703,0,0
21:17:42,192.168.87.152,11955,418508,-1,0
21:17:50,192.168.87.116,8831,744,0,0
21:17:51,192.168.87.152,11955,418508,29,0
21:18:00,192.168.87.116,10284,3441,0,0
21:18:01,192.168.87.152,11955,418508,73,0
21:18:10,192.168.87.116,310818,14718,0,0
21:18:11,192.168.87.152,5643,124683,917,0
21:18:20,192.168.87.116,82739,3791,0,0
21:18:22,192.168.87.152,5643,124683,-1,0
21:18:31,192.168.87.116,144296,10229,0,0
21:18:33,192.168.87.152,5643,124683,-1,0
21:18:41,192.168.87.116,144296,10229,0,0
21:18:43,192.168.87.152,5643,124683,-1,0
21:18:51,192.168.87.116,7213,914,0,0
21:18:51,192.168.87.152,5643,124683,801,0
21:19:01,192.168.87.116,18317,5492,0,0
21:19:03,192.168.87.152,5643,124683,-1,0
21:19:11,192.168.87.116,90322,4408,0,0
21:19:13,192.168.87.152,5643,124683,-1,0
21:19:21,192.168.87.116,6434,643,0,0
21:19:23,192.168.87.152,5643,124683,-1,0
21:19:31,192.168.87.116,8732,1206,0,0
21:19:33,192.168.87.152,5643,124683,-1,0
21:19:41,192.168.87.116,9286,801,0,0
21:19:43,192.168.87.152,5643,124683,-1,0
21:19:51,192.168.87.116,12409,5246,0,0
21:19:51,192.168.87.152,2761,43261,388,0
21:20:01,192.168.87.116,1612445,49445,0,0
21:20:01,192.168.87.152,2761,43261,82,0
21:20:11,192.168.87.116,2878925,70914,0,0
