1.852,42463,1857243,211,0
1.852,42463,1857243,118,0
1.852,67985,3194132,569,0
5.556,80302,3873308,209,0
18.52,94761,4526813,105,0
9.26,93993,4422805,502,0
12.964,107935,5303239,147,0
20.372,107935,5303239,148,0
29.632,107935,5303239,149,0
37.04,76254,3387855,103,0
46.3,48956,2090749,26,0
66.672,19984,726272,429,0
74.08,18127,614845,48,0
83.34,37555,1483945,176,0
92.6,37555,1483945,35,0
107.416,20019,780357,463,0
112.972,20019,780357,24,0
120.38,14191,491045,72,0
137.048,14191,491045,242,0
150.012,26519,952993,97,0
159.272,26519,952993,378,0
170.384,37057,1495678,265,0
177.792,13470,543291,41,0
187.052,24047,827892,115,0
196.312,24047,827892,219,0
201.868,5185,133690,32,0
209.276,5185,133690,-1,0
216.684,5185,133690,-1,0
214.832,5185,133690,154,0
218.536,5185,133690,-1,0
227.796,5185,133690,-1,0
233.352,5185,133690,-1,0
235.204,5185,133690,-1,0
237.056,2486,57073,53,0
246.316,2486,57073,-1,0
251.872,2486,57073,437,0
253.724,2486,57073,-1,0
253.724,2486,57073,-1,0
253.724,2486,57073,-1,0
255.576,2486,57073,-1,0
255.576,2486,57073,-1,0
255.576,2486,57073,-1,0
187.052,2486,57073,-1,0
264.836,2486,57073,-1,0
268.54,2486,57073,-1,0
266.688,2486,57073,-1,0
266.688,2486,57073,-1,0
275.948,2486,57073,-1,0
277.8,2486,57073,-1,0
283.356,2486,57073,-1,0
285.208,2486,57073,-1,0
292.616,1077,944,-1,0
298.172,1077,944,657,0
305.58,13611,445161,-1,0
312.988,13611,445161,-1,0
312.988,13611,445161,27,0
320.396,13611,445161,-1,0
320.396,3200,20438,84,0
331.508,3200,20438,-1,0
357.436,1774,2372,1063,0
422.256,6530,249067,765,0
464.852,4749,122945,215,0
481.52,7791,261122,1437,0
487.076,7791,261122,787,0
492.632,14930,534646,1198,0
511.152,4386,84449,1199,0
546.34,29663,1163002,390,0
566.712,10990,290149,1083,0
572.268,10990,290149,18,0
590.788,16050,537359,783,0
598.196,9789,244601,852,0
607.456,11903,352259,424,0
609.308,3884,72731,98,0
627.828,5999,131441,35,0
664.868,9363,134098,767,0
672.276,1288,2744,742,0
683.388,17677,612408,374,0
687.092,17598,513964,155,0
692.648,17598,513964,703,0
703.76,23517,882983,818,0
724.132,15534,457282,133,0
727.836,15534,457282,203,0
731.54,37315,1561369,140,0
737.096,37315,1561369,999,0
742.652,29043,1239249,734,0
748.208,36142,2019604,64,0
751.912,36142,2019604,924,0
759.32,28211,975161,256,0
764.876,18454,277850,313,0
775.988,16035,676526,111,0
781.544,16035,676526,-1,0
785.248,16035,676526,-1,0
787.1,16035,676526,-1,0
794.508,16035,676526,500,0
816.732,11198,374505,10,0
822.288,22458,875901,311,0
825.992,18888,697718,-1,0
822.288,18888,697718,-1,0
825.992,18888,697718,167,0
835.252,25469,935469,143,0
840.808,25469,935469,-1,0
840.808,25469,935469,-1,0
844.512,25469,935469,118,0
850.068,12187,463759,93,0
855.624,25607,1021991,169,0
877.848,8030,309383,63,0
885.256,19687,755603,82,0
890.812,23191,973840,197,0
894.516,36920,1443826,110,0
901.924,36920,1443826,114,0
909.332,36920,1443826,103,0
916.74,36920,1443826,443,0
922.296,30055,1228412,272,0
929.704,26772,1019025,49,0
935.26,13035,415532,234,0
942.668,15045,439144,166,0
948.224,9429,231438,255,0
951.928,9429,231438,-1,0
951.928,9429,231438,-1,0
951.928,9429,231438,-1,0
