24.076,,,50846,2331649,1038,0
24.076,,,50846,2331649,1635,0
81.488,,,64445,3041533,910,0
98.156,,,43211,1842911,660,0
114.824,,,17003,643605,766,0
120.38,,,17003,643605,967,0
148.16,,,13566,524997,681,0
155.568,,,13566,524997,1339,0
233.352,,,1637,2464,773,0
246.316,,,5748,229991,202,0
251.872,,,1629,3419,215,0
257.428,,,1629,3419,230,0
333.36,,,1148,3592,-1,0
338.916,,,1148,3592,-1,0
342.62,,,1148,3592,-1,0
350.028,,,1148,3592,-1,0
351.88,,,1148,3592,480,0
355.584,,,1249,1302,142,0
362.992,,,1249,1302,-1,0
362.992,,,1249,1302,60,0
370.4,,,1221,1466,-1,0
372.252,,,1221,1466,-1,0
375.956,,,1221,1466,-1,0
379.66,,,1221,1466,111,0
385.216,,,1221,1466,-1,0
387.068,,,1221,1466,202,0
392.624,,,1221,1466,-1,0
403.736,,,1221,1466,110,0
407.44,,,1221,1466,80,0
411.144,,,1221,1466,-1,0
412.996,,,1623,2264,445,0
418.552,,,1623,2264,-1,0
418.552,,,1623,2264,-1,0
427.812,,,24835,1005064,188,0
435.22,,,29780,1243077,-1,0
438.924,,,29780,1243077,37,0
444.48,,,36015,1548753,1300,0
446.332,,,29835,1249452,320,0
448.184,,,51898,2084555,151,0
451.888,,,64706,2878110,414,0
457.444,,,43997,1683660,182,0
461.148,,,43997,1683660,-1,0
470.408,,,24885,948369,91,0
477.816,,,25711,1066907,-1,0
494.484,,,14403,477349,75,0
498.188,,,14403,477349,229,0
503.744,,,9260,253312,-1,0
503.744,,,9260,253312,-1,0
503.744,,,9260,253312,-1,0
500.04,,,9260,253312,-1,0
500.04,,,9260,253312,-1,0
492.632,,,9260,253312,-1,0
485.224,,,9260,253312,-1,0
