9.26,62242,2748746,77,0
9.26,71659,3098767,173,0
9.26,72712,3191450,193,0
16.668,66026,2955555,395,0
16.668,66026,2955555,228,0
9.26,85055,3864326,51,0
16.668,71263,3286732,158,0
31.484,54410,2346007,214,0
35.188,63678,2507293,89,0
42.596,33000,1373882,111,0
50.004,48442,2183635,82,0
55.56,48442,2183635,260,0
62.968,48442,2183635,544,0
66.672,42192,1826196,476,0
74.08,41502,1494264,192,0
79.636,40726,1847418,185,0
83.34,48632,1909486,424,0
87.044,58776,2532597,541,0
90.748,58776,2532597,87,0
96.304,58776,2532597,336,0
101.86,58891,2610017,183,0
107.416,53471,2232433,136,0
112.972,53220,2430104,203,0
118.528,53220,2430104,212,0
129.64,49474,2236167,1631,0
135.196,49474,2236167,577,0
138.9,50369,2208110,564,0
148.16,33666,1450334,479,0
153.716,73274,3189455,204,0
161.124,73274,3189455,-1,0
168.532,73274,3189455,-1,0
170.384,73274,3189455,45,0
175.94,34891,1518112,41,0
185.2,52515,2201393,48,0
192.608,40277,1706440,-1,0
196.312,7268,200294,-1,0
200.016,7268,200294,-1,0
200.016,7268,200294,-1,0
201.868,7268,200294,145,0
207.424,23805,966653,139,0
222.24,43964,1908006,96,0
229.648,47693,2098426,210,0
235.204,59363,2662029,251,0
242.612,42046,1694036,109,0
255.576,15273,564049,6,0
259.28,15273,564049,-1,0
268.54,6491,84526,111,0
274.096,6491,84526,96,0
281.504,16761,606626,76,0
288.912,16761,606626,123,0
303.728,25234,949875,-1,0
307.432,25234,949875,126,0
314.84,23268,928831,89,0
320.396,41658,1714221,64,0
327.804,41658,1714221,1418,0
375.956,41693,1757439,503,0
513.004,51660,2234615,230,0
633.384,34556,1374622,1076,0
648.2,25474,964077,686,0
861.18,18264,596708,605,0
877.848,17815,673379,560,0
885.256,17815,673379,436,0
911.184,22985,866531,818,0
927.852,29439,1095035,577,0
944.52,17112,600038,425,0
951.928,17112,600038,325,0
959.336,21739,833366,629,0
974.152,22244,807299,417,0
981.56,22244,807299,283,0
1016.748,33981,1474812,404,0
1022.304,38782,1491190,260,0
1035.268,26427,1452696,235,0
1042.676,29658,874609,260,0
1051.936,29658,874609,529,0
1059.344,29658,874609,99,0
1066.752,20821,720917,142,0
1072.308,26778,982774,496,0
1079.716,26778,982774,153,0
1083.42,11764,360109,71,0
1088.976,19079,611658,204,0
1094.532,19079,611658,320,0
1101.94,22516,898291,342,0
1109.348,14981,523137,245,0
1114.904,14981,523137,-1,0
1120.46,14981,523137,135,0
1122.312,14981,523137,652,0
1122.312,14981,523137,-1,0
