153650,192.168.87.152,6491,84526,96,0
153700,192.168.87.152,16761,606626,76,0
153710,192.168.87.152,16761,606626,123,0
153721,192.168.87.152,27099,1118365,1069,0
153732,192.168.87.152,25234,949875,-1,0
153740,192.168.87.152,25234,949875,126,0
153750,192.168.87.152,23268,928831,89,0
153800,192.168.87.152,41658,1714221,64,0
153812,192.168.87.152,41658,1714221,1418,0
153821,192.168.87.152,41658,1714221,528,0
153831,192.168.87.152,28141,1157819,222,0
153841,192.168.87.152,41387,1765839,130,0
153851,192.168.87.152,46470,1932393,818,0
153901,192.168.87.152,36808,1461173,132,0
153911,192.168.87.152,41522,1706252,105,0
153922,192.168.87.152,41693,1757439,503,0
153931,192.168.87.152,41693,1757439,508,0
153941,192.168.87.152,40300,1718134,131,0
153951,192.168.87.152,62741,2621611,95,0
154001,192.168.87.152,41578,1839365,92,0
154011,192.168.87.152,41578,1839365,56,0
154021,192.168.87.152,47406,1941796,381,0
154031,192.168.87.152,59573,2489486,91,0
154041,192.168.87.152,59573,2489486,78,0
154051,192.168.87.152,47100,2019739,203,0
154101,192.168.87.152,63696,2689404,304,0
154111,192.168.87.152,37490,1531437,375,0
154121,192.168.87.152,53657,2282617,199,0
154131,192.168.87.152,57153,2498402,139,0
154141,192.168.87.152,44198,2318395,213,0
154151,192.168.87.152,61654,2155519,134,0
154201,192.168.87.152,61654,2155519,101,0
154211,192.168.87.152,54844,2434853,194,0
154221,192.168.87.152,47312,1989934,278,0
154232,192.168.87.152,51660,2234615,230,0
154243,192.168.87.152,59258,2614465,-1,0
154251,192.168.87.152,59258,2614465,355,0
154301,192.168.87.152,59258,2614465,232,0
154311,192.168.87.152,59258,2614465,147,0
154321,192.168.87.152,44571,1960089,286,0
154331,192.168.87.152,44571,1960089,514,0
154343,192.168.87.152,44571,1960089,-1,0
154351,192.168.87.152,44571,1960089,271,0
154401,192.168.87.152,37507,1549092,159,0
154411,192.168.87.152,35387,1427518,108,0
154421,192.168.87.152,32895,1198753,147,0
154433,192.168.87.152,32895,1198753,-1,0
154441,192.168.87.152,32895,1198753,157,0
154451,192.168.87.152,20598,792214,121,0
154501,192.168.87.152,27912,1096677,144,0
154511,192.168.87.152,26285,1047589,83,0
154521,192.168.87.152,34556,1374622,31,0
154532,192.168.87.152,34556,1374622,1076,0
154541,192.168.87.152,34556,1374622,218,0
154552,192.168.87.152,25474,964077,686,0
154601,192.168.87.152,24601,829708,76,0
154611,192.168.87.152,26290,1334079,196,0
154621,192.168.87.152,26290,1334079,136,0
154631,192.168.87.152,33457,1187649,265,0
154641,192.168.87.152,25556,951024,148,0
154651,192.168.87.152,25556,951024,126,0
154701,192.168.87.152,29498,1141538,481,0
154711,192.168.87.152,29498,1141538,366,0
154721,192.168.87.152,30452,1107108,97,0
154731,192.168.87.152,30452,1107108,158,0
154741,192.168.87.152,33298,1335608,357,0
154751,192.168.87.152,26402,1078495,244,0
154801,192.168.87.152,38783,1421056,282,0
154811,192.168.87.152,32569,1245009,116,0
154821,192.168.87.152,22433,863871,234,0
154831,192.168.87.152,22433,863871,146,0
154841,192.168.87.152,19734,654038,375,0
154851,192.168.87.152,15550,536484,341,0
154901,192.168.87.152,9277,214682,154,0
154911,192.168.87.152,9277,214682,156,0
154923,192.168.87.152,22825,879419,-1,0
154931,192.168.87.152,22825,879419,45,0
154941,192.168.87.152,8958,185089,97,0
154951,192.168.87.152,29319,1087374,276,0
155003,192.168.87.152,15492,574016,-1,0
155013,192.168.87.152,15492,574016,-1,0
155023,192.168.87.152,15492,574016,1866,0
155032,192.168.87.152,18264,596708,605,0
155041,192.168.87.152,23458,843448,258,0
155052,192.168.87.152,17815,673379,560,0
155102,192.168.87.152,17815,673379,436,0
155111,192.168.87.152,21082,738031,112,0
155121,192.168.87.152,25065,879962,182,0
155131,192.168.87.152,22985,866531,194,0
155142,192.168.87.152,22985,866531,818,0
155151,192.168.87.152,8436,249344,175,0
155202,192.168.87.152,29439,1095035,577,0
155211,192.168.87.152,21850,834011,187,0
155222,192.168.87.152,17112,600038,425,0
155232,192.168.87.152,17112,600038,325,0
155242,192.168.87.152,21739,833366,629,0
155251,192.168.87.152,22244,807299,62,0
155302,192.168.87.152,22244,807299,417,0
155312,192.168.87.152,22244,807299,283,0
155321,192.168.87.152,33451,1313785,112,0
155331,192.168.87.152,46466,1959514,158,0
155343,192.168.87.152,41787,1552503,415,0
155351,192.168.87.152,33981,1474812,81,0
155402,192.168.87.152,33981,1474812,404,0
155412,192.168.87.152,38782,1491190,260,0
155423,192.168.87.152,26427,1452696,292,0
155432,192.168.87.152,26427,1452696,235,0
155442,192.168.87.152,29658,874609,260,0
155452,192.168.87.152,29658,874609,529,0
155502,192.168.87.152,29658,874609,99,0
155512,192.168.87.152,20821,720917,142,0
155522,192.168.87.152,26778,982774,496,0
155532,192.168.87.152,26778,982774,153,0
155542,192.168.87.152,11764,360109,71,0
155552,192.168.87.152,19079,611658,204,0
155602,192.168.87.152,19079,611658,320,0
155612,192.168.87.152,22516,898291,342,0
155622,192.168.87.152,14981,523137,245,0
155634,192.168.87.152,14981,523137,-1,0
155642,192.168.87.152,14981,523137,135,0
155652,192.168.87.152,14981,523137,652,0
155704,192.168.87.152,14981,523137,-1,0
