152730,192.168.87.152,62242,2748746,77,0
152740,192.168.87.152,71659,3098767,173,0
152750,192.168.87.152,72712,3191450,193,0
152800,192.168.87.152,66026,2955555,395,0
152810,192.168.87.152,66026,2955555,228,0
152820,192.168.87.152,85055,3864326,51,0
152830,192.168.87.152,71263,3286732,158,0
152841,192.168.87.152,54410,2346007,1217,0
152850,192.168.87.152,54410,2346007,214,0
152900,192.168.87.152,63678,2507293,89,0
152910,192.168.87.152,33000,1373882,111,0
152920,192.168.87.152,48442,2183635,82,0
152930,192.168.87.152,48442,2183635,260,0
152940,192.168.87.152,48442,2183635,544,0
152950,192.168.87.152,42192,1826196,476,0
153000,192.168.87.152,41502,1494264,192,0
153010,192.168.87.152,40726,1847418,185,0
153020,192.168.87.152,48632,1909486,424,0
153030,192.168.87.152,58776,2532597,541,0
153040,192.168.87.152,58776,2532597,87,0
153050,192.168.87.152,58776,2532597,336,0
153100,192.168.87.152,58891,2610017,183,0
153110,192.168.87.152,53471,2232433,136,0
153120,192.168.87.152,53220,2430104,203,0
153130,192.168.87.152,53220,2430104,212,0
153141,192.168.87.152,49474,2236167,640,0
153152,192.168.87.152,49474,2236167,1631,0
153200,192.168.87.152,49474,2236167,577,0
153210,192.168.87.152,50369,2208110,564,0
153221,192.168.87.152,33666,1450334,1039,0
153230,192.168.87.152,33666,1450334,479,0
153240,192.168.87.152,73274,3189455,204,0
153252,192.168.87.152,73274,3189455,-1,0
153302,192.168.87.152,73274,3189455,-1,0
153310,192.168.87.152,73274,3189455,45,0
153320,192.168.87.152,34891,1518112,41,0
153331,192.168.87.152,45887,1987359,1201,0
153340,192.168.87.152,52515,2201393,48,0
153352,192.168.87.152,40277,1706440,-1,0
153402,192.168.87.152,7268,200294,-1,0
153412,192.168.87.152,7268,200294,-1,0
153422,192.168.87.152,7268,200294,-1,0
153430,192.168.87.152,7268,200294,145,0
153440,192.168.87.152,23805,966653,139,0
153451,192.168.87.152,59216,2555649,876,0
153501,192.168.87.152,34079,1433012,306,0
153510,192.168.87.152,43964,1908006,96,0
153520,192.168.87.152,47693,2098426,210,0
153530,192.168.87.152,59363,2662029,251,0
153540,192.168.87.152,42046,1694036,109,0
153551,192.168.87.152,42046,1694036,1061,0
153601,192.168.87.152,42046,1694036,945,0
153610,192.168.87.152,15273,564049,6,0
153622,192.168.87.152,15273,564049,-1,0
153631,192.168.87.152,15273,564049,606,0
153640,192.168.87.152,6491,84526,111,0
