9.26,-19,1.0,62635,2694957,74,0
9.26,-22,1.0,43171,1944841,66,0
14.816,-55,0.785714285714,47853,2102310,-1,0
12.964,-40,1.0,47853,2102310,59,0
22.224,-52,0.828571428571,37844,1526491,214,0
40.744,-61,0.7,29445,1257085,1761,0
51.856,-71,0.557142857143,29445,1257085,-1,0
55.56,-72,0.542857142857,15247,519017,-1,0
55.56,-68,0.6,15247,519017,-1,0
55.56,-70,0.571428571429,15247,519017,1742,0
55.56,-68,0.6,3469,58968,25,0
61.116,,,3469,58968,-1,0
62.968,,,3469,58968,-1,0
61.116,-7 ,1.0,3469,58968,52,0
70.376,-13,1.0,7183,162701,79,0
72.228,-6 ,1.0,7183,162701,-1,0
74.08,-14,1.0,1564,3440,11,0
83.34,-7 ,1.0,5831,99429,-1,0
185.2,-7 ,1.0,3950,93192,964,0
231.5,-6 ,1.0,4126,107644,1039,0
242.612,-10,1.0,1188,2435,912,0
259.28,-8 ,1.0,3895,38901,85,0
288.912,-13,1.0,7926,217527,1552,0
294.468,-7 ,1.0,7926,217527,1247,0
307.432,-13,1.0,7926,217527,66,0
368.548,-8 ,1.0,18243,738159,1125,0
383.364,-7 ,1.0,32751,1079420,480,0
416.7,-12,1.0,32617,1297030,1128,0
422.256,-11,1.0,32617,1297030,483,0
455.592,-12,1.0,28315,1172799,575,0
461.148,-7 ,1.0,16087,601613,480,0
490.78,-8 ,1.0,28285,1243122,642,0
518.56,-11,1.0,11101,381440,747,0
525.968,-4 ,1.0,18957,778273,574,0
551.896,-8 ,1.0,8377,251264,561,0
559.304,-7 ,1.0,3523,81399,192,0
568.564,-8 ,1.0,3523,81399,406,0
572.268,-8 ,1.0,3523,81399,483,0
572.268,-7 ,1.0,3523,81399,760,0
575.972,-8 ,1.0,6171,210931,719,0
579.676,-8 ,1.0,6171,210931,243,0
590.788,-7 ,1.0,4848,133493,-1,0
592.64,-8 ,1.0,4807,69083,436,0
596.344,-9 ,1.0,4807,69083,448,0
601.9,-16,1.0,20172,712803,430,0
609.308,-8 ,1.0,20172,712803,42,0
613.012,-8 ,1.0,20172,712803,57,0
620.42,-7 ,1.0,20172,712803,-1,0
624.124,-9 ,1.0,20172,712803,10,0
627.828,-9 ,1.0,9341,332359,118,0
637.088,-16,1.0,3347,43392,-1,0
638.94,-9 ,1.0,3347,43392,277,0
648.2,-8 ,1.0,3347,43392,223,0
650.052,-14,1.0,3347,43392,96,0
659.312,-8 ,1.0,9341,257827,473,0
664.868,-13,1.0,6954,229589,76,0
664.868,-15,1.0,13351,358299,89,0
674.128,-8 ,1.0,13351,358299,-1,0
675.98,-7 ,1.0,13351,358299,182,0
683.388,-8 ,1.0,20849,833451,-1,0
687.092,-6 ,1.0,20849,833451,-1,0
692.648,-7 ,1.0,14318,554992,-1,0
698.204,-12,1.0,19997,746583,559,0
718.576,-8 ,1.0,18923,639145,226,0
727.836,-8 ,1.0,15253,548252,195,0
737.096,-8 ,1.0,15253,548252,-1,0
742.652,-6 ,1.0,15253,548252,74,0
750.06,-9 ,1.0,13180,452945,219,0
757.468,-15,1.0,24579,955979,456,0
763.024,-9 ,1.0,20744,830394,182,0
781.544,-7 ,1.0,20744,830394,-1,0
803.768,-6 ,1.0,10400,318342,215,0
811.176,-8 ,1.0,7425,223108,141,0
820.436,-8 ,1.0,11506,380858,109,0
827.844,-9 ,1.0,11506,380858,-1,0
837.104,-10,1.0,1387,2295,293,0
848.216,-8 ,1.0,18215,544059,-1,0
851.92,-7 ,1.0,3557,84526,-1,0
855.624,-13,1.0,3557,84526,217,0
864.884,-7 ,1.0,3557,84526,112,0
881.552,-13,1.0,7366,231850,-1,0
890.812,-14,1.0,7748,262632,-1,0
898.22,-8 ,1.0,7748,262632,-1,0
903.776,-5 ,1.0,7748,262632,-1,0
903.776,-8 ,1.0,7748,262632,-1,0
909.332,-10,1.0,7748,262632,-1,0
916.74,-17,1.0,3737,72373,-1,0
914.888,-8 ,1.0,5836,163562,37,0
920.444,-9 ,1.0,4128,6983,-1,0
922.296,-9 ,1.0,4128,6983,201,0
929.704,-11,1.0,6900,209532,-1,0
933.408,-8 ,1.0,4638,157179,230,0
942.668,-6 ,1.0,4638,157179,160,0
