9.260000,12.964000
20.372000,27.780000
35.188000,38.892000
46.300000,50.004000
59.264000,66.672000
72.228000,79.636000
83.340000,88.896000
92.600000,98.156000
100.008000,101.860000
109.268000,114.824000
116.676000,120.380000
124.084000,127.788000
129.640000,135.196000
140.752000,144.456000
150.012000,155.568000
162.976000,168.532000
175.940000,181.496000
188.904000,194.460000
198.164000,203.720000
207.424000,214.832000
224.092000,229.648000
237.056000,238.908000
240.760000,251.872000
257.428000,261.132000
264.836000,268.540000
274.096000,279.652000
283.356000,287.060000
290.764000,296.320000
301.876000,307.432000
311.136000,316.692000
320.396000,325.952000
329.656000,337.064000
344.472000,353.732000
359.288000,362.992000
370.400000,379.660000
381.512000,388.920000
396.328000,403.736000
407.440000,411.144000
416.700000,422.256000
427.812000,433.368000
435.220000,440.776000
444.480000,451.888000
457.444000,464.852000
468.556000,474.112000
479.668000,483.372000
488.928000,492.632000
498.188000,503.744000
507.448000,513.004000
514.856000,518.560000
524.116000,525.968000
531.524000,538.932000
544.488000,550.044000
553.748000,557.452000
564.860000,568.564000
572.268000,581.528000
583.380000,585.232000
590.788000,598.196000
600.048000,605.604000
609.308000,614.864000
618.568000,622.272000
625.976000,629.680000
633.384000,637.088000
642.644000,648.200000
653.756000,657.460000
663.016000,666.720000
672.276000,677.832000
681.536000,685.240000
690.796000,692.648000
698.204000,705.612000
713.020000,716.724000
724.132000,727.836000
731.540000,733.392000
737.096000,738.948000
748.208000,751.912000
761.172000,766.728000
768.580000,777.840000
779.692000,783.396000
790.804000,796.360000
803.768000,809.324000
811.176000,814.880000
820.436000,824.140000
827.844000,835.252000
840.808000,844.512000
850.068000,855.624000
859.328000,863.032000
870.440000,874.144000
875.996000,881.552000
883.404000,887.108000
898.220000,900.072000
911.184000,38.510000
25.200000,40.660000
33.370000,33.210000
18.070000,22.650000
19.720000,22.290000
17.350000,22.140000
26.880000,18.310000
21.660000,31.260000
26.570000,18.590000
29.960000,28.790000
26.060000,29.030000
30.100000,28.100000
24.280000,23.860000
24.600000,26.070000
28.210000,22.060000
27.730000,25.780000
26.330000,22.770000
15.980000,15.510000
16.890000,17.700000
14.000000,11.730000
11.420000,17.060000
20.750000,18.680000
17.300000,19.460000
11.650000,19.070000
13.610000,16.860000
16.150000,17.470000
18.230000,13.410000
15.120000,11.820000
25.100000,17.140000
23.060000,13.220000
11.050000,15.500000
12.900000,13.770000
20.520000,14.270000
11.810000,10.990000
19.850000,12.110000
9.350000,11.760000
13.810000,17.900000
14.240000,11.950000
16.340000,11.460000
12.190000,18.710000
10.130000,13.020000
18.750000,16.280000
10.890000,17.460000
11.030000,12.250000
11.880000,7.570000
12.810000,11.750000
15.940000,14.450000
7.790000,13.130000
8.100000,9.800000
9.160000,7.980000
10.680000,8.860000
14.130000,8.040000
15.440000,16.720000
12.100000,10.550000
17.240000,11.010000
15.180000,7.660000
9.730000,8.100000
19.010000,16.610000
10.790000,11.970000
9.490000,15.370000
18.320000,15.120000
13.040000,11.640000
11.240000,9.760000
12.180000,10.400000
15.560000,12.400000
20.110000,14.080000
10.860000,19.730000
9.870000,12.530000
12.070000,12.000000
12.480000,8.200000
6.600000,10.670000
10.670000,5.420000
11.230000,11.100000
10.290000,9.320000
9.640000,9.020000
11.970000,15.350000
7.860000,13.320000
11.390000,11.370000
8.640000,12.550000
10.840000,12.380000
9.990000,9.660000
8.360000,9.380000
10.920000,10.950000
8.300000,9.820000
8.280000,14.430000
8.960000,9.980000
6.690000,10.620000
11.900000,9.950000
10.790000,9.050000
7.820000,3.080000
