*
*
*   Date      Time      IP,bpsIn,bpsOut,rtt(ms),packet loss(%)
2017-07-15 19:10:46 192.168.87.151,2769,723,0,0
2017-07-15 19:10:46 192.168.87.152,1617,2233,100,0
2017-07-15 19:10:56 192.168.87.151,2769,723,0,0
2017-07-15 19:10:56 192.168.87.152,1588,2303,23,0
2017-07-15 19:11:06 192.168.87.151,2664,779,0,0
2017-07-15 19:11:06 192.168.87.152,1157,2832,54,0
2017-07-15 19:11:16 192.168.87.151,2756,806,0,0
2017-07-15 19:11:16 192.168.87.152,1912,1481,145,0
2017-07-15 19:11:26 192.168.87.151,2809,764,0,0
2017-07-15 19:11:26 192.168.87.152,1689,2358,13,0
2017-07-15 19:11:36 192.168.87.151,2465,658,0,0
2017-07-15 19:11:36 192.168.87.152,1318,2133,38,0
2017-07-15 19:11:46 192.168.87.151,2798,806,0,0
2017-07-15 19:11:46 192.168.87.152,1712,2360,61,0
2017-07-15 19:11:56 192.168.87.151,2952,1135,0,0
2017-07-15 19:11:56 192.168.87.152,1491,2195,91,0
2017-07-15 19:12:06 192.168.87.151,2242,659,0,0
2017-07-15 19:12:06 192.168.87.152,1112,2019,228,0
2017-07-15 19:12:16 192.168.87.151,2895,806,0,0
2017-07-15 19:12:16 192.168.87.152,1112,2019,56,0
2017-07-15 19:12:26 192.168.87.151,2895,806,0,0
2017-07-15 19:12:26 192.168.87.152,1765,2387,72,0
2017-07-15 19:12:36 192.168.87.151,3217,1109,0,0
2017-07-15 19:12:36 192.168.87.152,1743,2402,198,0
2017-07-15 19:12:46 192.168.87.151,3217,1109,0,0
2017-07-15 19:12:46 192.168.87.152,1291,2113,34,0
2017-07-15 19:12:56 192.168.87.151,2672,733,0,0
2017-07-15 19:12:56 192.168.87.152,1784,2389,57,0
2017-07-15 19:13:06 192.168.87.151,2867,763,0,0
2017-07-15 19:13:06 192.168.87.152,1744,2351,83,0
2017-07-15 19:13:16 192.168.87.151,2506,710,0,0
2017-07-15 19:13:16 192.168.87.152,1358,2108,177,0
2017-07-15 19:13:26 192.168.87.151,2870,808,0,0
2017-07-15 19:13:26 192.168.87.152,1751,2452,44,0
2017-07-15 19:13:36 192.168.87.151,2836,763,0,0
2017-07-15 19:13:36 192.168.87.152,1714,2252,71,0
2017-07-15 19:13:46 192.168.87.151,2494,658,0,0
2017-07-15 19:13:46 192.168.87.152,1355,2133,203,0
2017-07-15 19:13:56 192.168.87.151,2804,763,0,0
2017-07-15 19:13:56 192.168.87.152,1355,2133,37,0
2017-07-15 19:14:06 192.168.87.151,1515,523,0,0
2017-07-15 19:14:06 192.168.87.152,1794,1701,6,0
2017-07-15 19:14:16 192.168.87.151,1515,523,0,0
2017-07-15 19:14:16 192.168.87.152,1794,1701,83,0
2017-07-15 19:14:26 192.168.87.151,2480,703,0,0
2017-07-15 19:14:26 192.168.87.152,1429,2178,210,0
2017-07-15 19:14:36 192.168.87.151,2868,763,0,0
2017-07-15 19:14:36 192.168.87.152,1746,2379,39,0
2017-07-15 19:14:46 192.168.87.151,2839,849,0,0
2017-07-15 19:14:46 192.168.87.152,1804,2327,58,0
2017-07-15 19:14:56 192.168.87.151,2458,659,0,0
2017-07-15 19:14:56 192.168.87.152,1236,2142,191,0
2017-07-15 19:15:06 192.168.87.151,2947,816,0,0
2017-07-15 19:15:07 192.168.87.152,1645,2178,1032,0
2017-07-15 19:15:16 192.168.87.151,2774,839,0,0
2017-07-15 19:15:16 192.168.87.152,1712,2564,200,0
2017-07-15 19:15:26 192.168.87.151,2604,711,0,0
2017-07-15 19:15:26 192.168.87.152,1712,2564,78,0
2017-07-15 19:15:36 192.168.87.151,1387,615,0,0
2017-07-15 19:15:36 192.168.87.152,1526,1886,106,0
2017-07-15 19:15:46 192.168.87.151,2799,764,0,0
2017-07-15 19:15:46 192.168.87.152,1794,2431,38,0
2017-07-15 19:15:56 192.168.87.151,2799,764,0,0
2017-07-15 19:15:56 192.168.87.152,1325,2113,98,0
2017-07-15 19:16:06 192.168.87.151,2799,764,0,0
