*
*
*   Date      Time      IP,bpsIn,bpsOut,rtt(ms),packet loss(%)
2017-07-15 19:23:59 192.168.87.151,2478,672,0,0
2017-07-15 19:23:59 192.168.87.152,1694,2248,8,0
2017-07-15 19:24:09 192.168.87.151,2909,796,0,0
2017-07-15 19:24:09 192.168.87.152,1792,2401,5,0
2017-07-15 19:24:19 192.168.87.151,2856,816,0,0
2017-07-15 19:24:19 192.168.87.152,1404,2133,26,0
2017-07-15 19:24:29 192.168.87.151,2508,701,0,0
2017-07-15 19:24:29 192.168.87.152,1753,2354,56,0
2017-07-15 19:24:39 192.168.87.151,2857,764,0,0
2017-07-15 19:24:39 192.168.87.152,1708,2326,85,0
2017-07-15 19:24:49 192.168.87.151,2721,711,0,0
2017-07-15 19:24:49 192.168.87.152,1277,2105,8,0
2017-07-15 19:24:59 192.168.87.151,2566,702,0,0
2017-07-15 19:24:59 192.168.87.152,1753,2313,4,0
2017-07-15 19:25:09 192.168.87.151,2866,815,0,0
2017-07-15 19:25:09 192.168.87.152,1698,2339,66,0
2017-07-15 19:25:19 192.168.87.151,2836,711,0,0
2017-07-15 19:25:19 192.168.87.152,1436,2095,10,0
2017-07-15 19:25:29 192.168.87.151,2526,754,0,0
2017-07-15 19:25:29 192.168.87.152,1436,2095,26,0
2017-07-15 19:25:39 192.168.87.151,2526,754,0,0
2017-07-15 19:25:39 192.168.87.152,1755,2445,64,0
2017-07-15 19:25:49 192.168.87.151,2838,764,0,0
2017-07-15 19:25:49 192.168.87.152,1811,2351,79,0
2017-07-15 19:25:59 192.168.87.151,2920,848,0,0
2017-07-15 19:25:59 192.168.87.152,1811,2351,115,0
2017-07-15 19:26:09 192.168.87.151,1918,704,0,0
2017-07-15 19:26:09 192.168.87.152,1492,1905,33,0
2017-07-15 19:26:19 192.168.87.151,2637,712,0,0
2017-07-15 19:26:19 192.168.87.152,1492,2246,7,0
2017-07-15 19:26:29 192.168.87.151,2797,711,0,0
2017-07-15 19:26:29 192.168.87.152,1405,2134,3,0
2017-07-15 19:26:39 192.168.87.151,2529,755,0,0
2017-07-15 19:26:39 192.168.87.152,1794,2364,3,0
2017-07-15 19:26:49 192.168.87.151,2836,763,0,0
2017-07-15 19:26:49 192.168.87.152,1734,2287,49,0
2017-07-15 19:26:59 192.168.87.151,2866,763,0,0
2017-07-15 19:26:59 192.168.87.152,1310,2094,4,0
2017-07-15 19:27:09 192.168.87.151,2572,754,0,0
2017-07-15 19:27:10 192.168.87.152,1766,2388,210,0
2017-07-15 19:27:19 192.168.87.151,2572,754,0,0
2017-07-15 19:27:19 192.168.87.152,1797,2407,8,0
2017-07-15 19:27:29 192.168.87.151,2572,754,0,0
2017-07-15 19:27:29 192.168.87.152,1797,2407,75,0
2017-07-15 19:27:39 192.168.87.151,2905,853,0,0
2017-07-15 19:27:39 192.168.87.152,1473,2181,5,0
2017-07-15 19:27:49 192.168.87.151,2294,566,0,0
2017-07-15 19:27:49 192.168.87.152,1609,2287,15,0
2017-07-15 19:27:59 192.168.87.151,2957,848,0,0
2017-07-15 19:27:59 192.168.87.152,1781,2416,37,0
2017-07-15 19:28:09 192.168.87.151,2849,763,0,0
2017-07-15 19:28:09 192.168.87.152,1338,2075,9,0
2017-07-15 19:28:19 192.168.87.151,2467,703,0,0
2017-07-15 19:28:19 192.168.87.152,1748,2417,3,0
2017-07-15 19:28:29 192.168.87.151,2886,816,0,0
2017-07-15 19:28:29 192.168.87.152,1685,2253,4,0
2017-07-15 19:28:39 192.168.87.151,2868,764,0,0
2017-07-15 19:28:39 192.168.87.152,1366,2126,7,0
2017-07-15 19:28:49 192.168.87.151,2426,658,0,0
2017-07-15 19:28:49 192.168.87.152,1813,2347,4,0
2017-07-15 19:28:59 192.168.87.151,2908,806,0,0
2017-07-15 19:28:59 192.168.87.152,1570,2142,9,0
2017-07-15 19:29:09 192.168.87.151,2786,763,0,0
2017-07-15 19:29:11 192.168.87.152,1570,2142,-1,0
2017-07-15 19:29:19 192.168.87.151,2786,763,0,0
2017-07-15 19:29:19 192.168.87.152,1570,2142,3,0
2017-07-15 19:29:29 192.168.87.151,1334,502,0,0
2017-07-15 19:29:30 192.168.87.152,1507,1628,93,0
2017-07-15 19:29:39 192.168.87.151,2893,848,0,0
2017-07-15 19:29:40 192.168.87.152,1858,2486,216,0
2017-07-15 19:29:49 192.168.87.151,2869,807,0,0
2017-07-15 19:29:49 192.168.87.152,1353,2092,5,0
2017-07-15 19:29:59 192.168.87.151,2410,659,0,0
2017-07-15 19:30:00 192.168.87.152,1843,2462,71,0
2017-07-15 19:30:09 192.168.87.151,2897,762,0,0
2017-07-15 19:30:10 192.168.87.152,1654,2274,198,0
2017-07-15 19:30:19 192.168.87.151,2775,763,0,0
2017-07-15 19:30:20 192.168.87.152,1416,2151,4,0
2017-07-15 19:30:30 192.168.87.151,2636,756,0,0
2017-07-15 19:30:30 192.168.87.152,1692,2313,62,0
2017-07-15 19:30:40 192.168.87.151,2796,710,0,0
2017-07-15 19:30:40 192.168.87.152,1756,2350,17,0
2017-07-15 19:30:50 192.168.87.151,2935,815,0,0
2017-07-15 19:30:51 192.168.87.152,1370,2070,1863,0
2017-07-15 19:31:00 192.168.87.151,2499,743,0,0
2017-07-15 19:31:00 192.168.87.152,1897,2515,59,0
2017-07-15 19:31:10 192.168.87.151,2499,743,0,0
2017-07-15 19:31:10 192.168.87.152,1897,2515,6,0
2017-07-15 19:31:20 192.168.87.151,2848,807,0,0
2017-07-15 19:31:20 192.168.87.152,1711,2385,97,0
2017-07-15 19:31:30 192.168.87.151,2909,847,0,0
2017-07-15 19:31:30 192.168.87.152,1288,2035,216,0
2017-07-15 19:31:40 192.168.87.151,2434,713,0,0
2017-07-15 19:31:40 192.168.87.152,1764,2404,50,0
2017-07-15 19:31:50 192.168.87.151,2938,763,0,0
2017-07-15 19:31:50 192.168.87.152,1767,2340,75,0
2017-07-15 19:32:00 192.168.87.151,2898,755,0,0
2017-07-15 19:32:00 192.168.87.152,1416,2200,4,0
2017-07-15 19:32:10 192.168.87.151,2498,711,0,0
2017-07-15 19:32:10 192.168.87.152,1794,2314,11,0
2017-07-15 19:32:20 192.168.87.151,2806,763,0,0
2017-07-15 19:32:20 192.168.87.152,1635,2288,49,0
2017-07-15 19:32:30 192.168.87.151,2867,807,0,0
2017-07-15 19:32:30 192.168.87.152,1362,2095,76,0
2017-07-15 19:32:40 192.168.87.151,2542,711,0,0
2017-07-15 19:32:40 192.168.87.152,1781,2408,205,0
2017-07-15 19:32:50 192.168.87.151,2818,658,0,0
2017-07-15 19:32:50 192.168.87.152,1698,2292,38,0
2017-07-15 19:33:00 192.168.87.151,2818,658,0,0
2017-07-15 19:33:00 192.168.87.152,1698,2292,49,0
2017-07-15 19:33:10 192.168.87.151,2805,815,0,0
2017-07-15 19:33:10 192.168.87.152,1387,2146,84,0
2017-07-15 19:33:20 192.168.87.151,2521,702,0,0
2017-07-15 19:33:20 192.168.87.152,1686,2347,216,0
2017-07-15 19:33:30 192.168.87.151,2846,847,0,0
2017-07-15 19:33:30 192.168.87.152,1762,2450,653,0
2017-07-15 19:33:40 192.168.87.151,2812,765,0,0
2017-07-15 19:33:40 192.168.87.152,1261,2077,72,0
2017-07-15 19:33:50 192.168.87.151,2524,711,0,0
2017-07-15 19:33:50 192.168.87.152,1732,2360,103,0
2017-07-15 19:34:00 192.168.87.151,2817,753,0,0
2017-07-15 19:34:00 192.168.87.152,1746,2303,30,0
2017-07-15 19:34:10 192.168.87.151,2817,753,0,0
2017-07-15 19:34:10 192.168.87.152,1447,2189,60,0
