161915,192.168.87.152,84569,3817103,141,0
161925,192.168.87.152,58676,2686358,89,0
161936,192.168.87.152,81445,3684996,623,0
161945,192.168.87.152,53620,2379491,509,0
161955,192.168.87.152,57857,2542308,75,0
162006,192.168.87.152,53630,2387326,564,0
162016,192.168.87.152,68942,3128576,180,0
162025,192.168.87.152,46433,2555739,635,0
162035,192.168.87.152,46433,2555739,917,0
162045,192.168.87.152,46433,2555739,89,0
162055,192.168.87.152,48634,1766140,86,0
162105,192.168.87.152,52549,2223293,279,0
162116,192.168.87.152,38299,1631177,384,0
162125,192.168.87.152,36074,1446662,755,0
162135,192.168.87.152,35895,1472109,575,0
162145,192.168.87.152,53419,2460096,689,0
162156,192.168.87.152,70868,3093220,938,0
162205,192.168.87.152,35959,1557298,54,0
162215,192.168.87.152,52195,2387638,232,0
162225,192.168.87.152,52195,2387638,230,0
162235,192.168.87.152,52195,2387638,313,0
162245,192.168.87.152,52195,2387638,109,0
162257,192.168.87.152,57184,2556612,-1,0
162305,192.168.87.152,64696,2783535,97,0
162316,192.168.87.152,64696,2783535,114,0
162325,192.168.87.152,49550,2195660,180,0
162335,192.168.87.152,49550,2195660,790,0
162345,192.168.87.152,49550,2195660,274,0
162355,192.168.87.152,46255,2088813,476,0
162406,192.168.87.152,54894,2302767,885,0
162415,192.168.87.152,9852,246949,302,0
162427,192.168.87.152,9852,246949,-1,0
162437,192.168.87.152,9852,246949,-1,0
162447,192.168.87.152,9852,246949,-1,0
162456,192.168.87.152,9852,246949,823,0
162505,192.168.87.152,3930,62314,54,0
162516,192.168.87.152,27336,938782,1370,0
162527,192.168.87.152,27336,938782,-1,0
162535,192.168.87.152,27336,938782,150,0
162546,192.168.87.152,27336,938782,230,0
162556,192.168.87.152,27336,938782,783,0
162607,192.168.87.152,3849,92283,-1,0
162616,192.168.87.152,3849,92283,998,0
162625,192.168.87.152,7966,172429,207,0
162635,192.168.87.152,12289,343500,108,0
162645,192.168.87.152,12289,343500,99,0
162655,192.168.87.152,12289,343500,56,0
162705,192.168.87.152,17312,615301,73,0
162715,192.168.87.152,31120,1216683,92,0
162725,192.168.87.152,31231,1284095,228,0
162735,192.168.87.152,34219,1340025,133,0
162745,192.168.87.152,47612,1977359,247,0
162755,192.168.87.152,54213,2324094,365,0
162805,192.168.87.152,54213,2324094,63,0
162815,192.168.87.152,54213,2324094,121,0
162826,192.168.87.152,28209,1088942,862,0
162835,192.168.87.152,54711,2318074,49,0
162845,192.168.87.152,18908,726400,70,0
162855,192.168.87.152,21044,934649,163,0
162906,192.168.87.152,50545,1869736,654,0
162915,192.168.87.152,50545,1869736,388,0
162925,192.168.87.152,24127,964719,283,0
162935,192.168.87.152,24127,964719,86,0
162945,192.168.87.152,41906,1794452,244,0
162955,192.168.87.152,41906,1794452,83,0
163006,192.168.87.152,42684,1691034,1293,0
163015,192.168.87.152,31205,1277645,170,0
163025,192.168.87.152,43668,1847909,332,0
163035,192.168.87.152,43668,1847909,67,0
163045,192.168.87.152,50798,2234823,402,0
163055,192.168.87.152,50798,2234823,142,0
163107,192.168.87.152,46867,2076823,903,0
163115,192.168.87.152,47392,1929257,151,0
163125,192.168.87.152,47392,1929257,363,0
163135,192.168.87.152,35890,1595622,105,0
163145,192.168.87.152,35890,1595622,397,0
163155,192.168.87.152,41456,1721381,156,0
163206,192.168.87.152,36601,1564596,831,0
163215,192.168.87.152,19712,675594,299,0
163225,192.168.87.152,19712,675594,153,0
163235,192.168.87.152,33869,1453316,111,0
163246,192.168.87.152,31355,1124604,472,0
163255,192.168.87.152,31249,1246302,160,0
163306,192.168.87.152,32518,1304517,498,0
163315,192.168.87.152,30257,1192338,135,0
163325,192.168.87.152,30257,1192338,179,0
163335,192.168.87.152,30257,1192338,192,0
163345,192.168.87.152,30257,1192338,84,0
163355,192.168.87.152,26898,1027899,100,0
163405,192.168.87.152,36389,1494879,142,0
163415,192.168.87.152,36389,1494879,147,0
163425,192.168.87.152,28085,1042473,105,0
163435,192.168.87.152,30560,1129723,134,0
163447,192.168.87.152,19317,716160,655,0
163455,192.168.87.152,19317,716160,168,0
163507,192.168.87.152,19317,716160,319,0
163515,192.168.87.152,19317,716160,107,0
163526,192.168.87.152,25049,979865,187,0
163535,192.168.87.152,25049,979865,101,0
163546,192.168.87.152,38546,1523705,291,0
163555,192.168.87.152,20710,1014125,91,0
163606,192.168.87.152,30718,954531,259,0
163615,192.168.87.152,28643,1085300,177,0
163626,192.168.87.152,28018,1038669,349,0
163635,192.168.87.152,21872,663052,34,0
163646,192.168.87.152,26454,924187,283,0
163655,192.168.87.152,19657,726865,130,0
163705,192.168.87.152,27177,1080631,120,0
163715,192.168.87.152,27177,1080631,147,0
163726,192.168.87.152,27177,1080631,181,0
163735,192.168.87.152,21007,806451,78,0
163746,192.168.87.152,21551,714113,115,0
163756,192.168.87.152,23430,775378,258,0
163806,192.168.87.152,16590,616024,173,0
163816,192.168.87.152,15550,538192,150,0
163826,192.168.87.152,19692,774283,505,0
163836,192.168.87.152,11893,348283,88,0
163846,192.168.87.152,11893,348283,186,0
163857,192.168.87.152,11893,348283,-1,0
163907,192.168.87.152,11893,348283,-1,0
163915,192.168.87.152,11893,348283,8,0
163926,192.168.87.152,10796,370697,249,0
163936,192.168.87.152,10796,370697,187,0
163946,192.168.87.152,18997,694216,119,0
163956,192.168.87.152,26840,798578,178,0
164006,192.168.87.152,21453,851955,236,0
164016,192.168.87.152,16860,813927,703,0
164026,192.168.87.152,26462,762869,81,0
164036,192.168.87.152,27789,1026897,251,0
164046,192.168.87.152,21981,882019,344,0
164057,192.168.87.152,21285,681780,81,0
164106,192.168.87.152,21285,681780,78,0
164116,192.168.87.152,30722,1258996,108,0
164126,192.168.87.152,23105,836411,292,0
164138,192.168.87.152,19425,699588,-1,0
164146,192.168.87.152,19425,699588,263,0
164156,192.168.87.152,19425,699588,45,0
164208,192.168.87.152,19425,699588,-1,0
