42.596,-53,0.814285714286,53630,2387326,564,0
48.152,-58,0.742857142857,68942,3128576,180,0
83.34,-57,0.757142857143,38299,1631177,384,0
112.972,-59,0.728571428571,70868,3093220,938,0
157.42,-66,0.628571428571,64696,2783535,114,0
194.46,-68,0.6,54894,2302767,885,0
220.388,-65,0.642857142857,9852,246949,823,0
231.5,-70,0.571428571429,27336,938782,1370,0
250.02,-64,0.657142857143,27336,938782,230,0
251.872,-63,0.671428571429,27336,938782,783,0
264.836,-68,0.6,3849,92283,998,0
359.288,-72,0.542857142857,28209,1088942,862,0
390.772,-71,0.557142857143,50545,1869736,654,0
442.628,-77,0.471428571429,42684,1691034,1293,0
550.044,-69,0.585714285714,36601,1564596,831,0
585.232,-74,0.514285714286,31355,1124604,472,0
605.604,-78,0.457142857143,32518,1304517,498,0
731.54,-5 ,1.0,25049,979865,187,0
750.06,-9 ,1.0,38546,1523705,291,0
768.58,-7 ,1.0,30718,954531,259,0
785.248,-12,1.0,28018,1038669,349,0
803.768,-9 ,1.0,26454,924187,283,0
842.66,-11,1.0,27177,1080631,181,0
863.032,-17,1.0,21551,714113,115,0
872.292,-10,1.0,23430,775378,258,0
881.552,-10,1.0,16590,616024,173,0
890.812,-10,1.0,15550,538192,150,0
900.072,-13,1.0,19692,774283,505,0
909.332,-12,1.0,11893,348283,88,0
920.444,-17,1.0,11893,348283,186,0
942.668,-10,1.0,10796,370697,249,0
950.076,-7 ,1.0,10796,370697,187,0
961.188,-10,1.0,18997,694216,119,0
966.744,-9 ,1.0,26840,798578,178,0
977.856,-17,1.0,21453,851955,236,0
988.968,-9 ,1.0,16860,813927,703,0
996.376,-12,1.0,26462,762869,81,0
1005.636,-11,1.0,27789,1026897,251,0
1014.896,-10,1.0,21981,882019,344,0
1033.416,-8 ,1.0,21285,681780,78,0
1042.676,-8 ,1.0,30722,1258996,108,0
1051.936,-8 ,1.0,23105,836411,292,0
1063.048,-14,1.0,19425,699588,-1,0
1066.752,-10,1.0,19425,699588,263,0
1066.752,-9 ,1.0,19425,699588,45,0
1072.308,-15,1.0,19425,699588,-1,0
