*
*
*   Date      Time      IP,bpsIn,bpsOut,rtt(ms),packet loss(%)
2017-08-03 16:57:14 192.168.87.116,2808362,70099,0,0
2017-08-03 16:57:15 192.168.87.152,92056,4084972,224,0
2017-08-03 16:57:24 192.168.87.116,3210050,78551,0,0
2017-08-03 16:57:25 192.168.87.152,76851,3305338,176,0
2017-08-03 16:57:34 192.168.87.116,3357938,81063,0,0
2017-08-03 16:57:35 192.168.87.152,56796,3269433,194,0
2017-08-03 16:57:44 192.168.87.116,2100821,51887,0,0
2017-08-03 16:57:45 192.168.87.152,68867,2283737,709,0
2017-08-03 16:57:54 192.168.87.116,2465988,61298,0,0
2017-08-03 16:57:55 192.168.87.152,61286,2715601,175,0
2017-08-03 16:58:04 192.168.87.116,2290427,54537,0,0
2017-08-03 16:58:06 192.168.87.152,61286,2715601,-1,0
2017-08-03 16:58:14 192.168.87.116,349990,10607,0,0
2017-08-03 16:58:15 192.168.87.152,61286,2715601,116,0
2017-08-03 16:58:24 192.168.87.116,1238716,33968,0,0
2017-08-03 16:58:25 192.168.87.152,28087,1243997,150,0
2017-08-03 16:58:34 192.168.87.116,1238716,33968,0,0
2017-08-03 16:58:35 192.168.87.152,41971,1867319,455,0
2017-08-03 16:58:44 192.168.87.116,1830357,46314,0,0
2017-08-03 16:58:45 192.168.87.152,41971,1867319,55,0
2017-08-03 16:58:55 192.168.87.116,1830357,46314,0,0
2017-08-03 16:58:55 192.168.87.152,46800,1907467,64,0
2017-08-03 16:59:05 192.168.87.116,1360022,36979,0,0
2017-08-03 16:59:05 192.168.87.152,40309,1655744,120,0
2017-08-03 16:59:15 192.168.87.116,3057143,74339,0,0
2017-08-03 16:59:15 192.168.87.152,58535,2618270,717,0
2017-08-03 16:59:25 192.168.87.116,1901422,46454,0,0
2017-08-03 16:59:25 192.168.87.152,58535,2618270,124,0
2017-08-03 16:59:35 192.168.87.116,2050758,55756,0,0
2017-08-03 16:59:36 192.168.87.152,52117,2277364,211,0
2017-08-03 16:59:45 192.168.87.116,3416266,87652,0,0
2017-08-03 16:59:46 192.168.87.152,62301,3657998,364,0
2017-08-03 16:59:55 192.168.87.116,1929094,54250,0,0
2017-08-03 16:59:55 192.168.87.152,64740,1932912,586,0
2017-08-03 17:00:05 192.168.87.116,2564101,63461,0,0
2017-08-03 17:00:05 192.168.87.152,47412,2157868,873,0
2017-08-03 17:00:15 192.168.87.116,1786167,45886,0,0
2017-08-03 17:00:15 192.168.87.152,47412,2157868,455,0
2017-08-03 17:00:25 192.168.87.116,1228802,32518,0,0
2017-08-03 17:00:25 192.168.87.152,47412,2157868,810,0
2017-08-03 17:00:35 192.168.87.116,2187984,56881,0,0
2017-08-03 17:00:36 192.168.87.152,62556,2074391,424,0
2017-08-03 17:00:45 192.168.87.116,2187984,56881,0,0
2017-08-03 17:00:46 192.168.87.152,62556,2074391,114,0
2017-08-03 17:00:55 192.168.87.116,2373222,59486,0,0
2017-08-03 17:00:55 192.168.87.152,36853,1550142,219,0
2017-08-03 17:01:05 192.168.87.116,1951674,48981,0,0
2017-08-03 17:01:05 192.168.87.152,58675,2726377,64,0
2017-08-03 17:01:15 192.168.87.116,2337299,61443,0,0
2017-08-03 17:01:15 192.168.87.152,58675,2726377,183,0
2017-08-03 17:01:25 192.168.87.116,2550504,63671,0,0
2017-08-03 17:01:25 192.168.87.152,52523,2289284,128,0
2017-08-03 17:01:35 192.168.87.116,1804189,45552,0,0
2017-08-03 17:01:35 192.168.87.152,49337,2130247,638,0
2017-08-03 17:01:45 192.168.87.116,834599,25183,0,0
2017-08-03 17:01:47 192.168.87.152,49337,2130247,1868,0
2017-08-03 17:01:55 192.168.87.116,94870,4802,0,0
2017-08-03 17:01:57 192.168.87.152,14938,493042,-1,0
2017-08-03 17:02:05 192.168.87.116,7181,852,0,0
2017-08-03 17:02:07 192.168.87.152,14938,493042,-1,0
2017-08-03 17:02:15 192.168.87.116,8719,1217,0,0
2017-08-03 17:02:17 192.168.87.152,14938,493042,-1,0
2017-08-03 17:02:25 192.168.87.116,29351,9451,0,0
2017-08-03 17:02:25 192.168.87.152,14938,493042,498,0
2017-08-03 17:02:35 192.168.87.116,29351,9451,0,0
2017-08-03 17:02:37 192.168.87.152,2879,17695,-1,0
2017-08-03 17:02:45 192.168.87.116,39915,2374,0,0
2017-08-03 17:02:47 192.168.87.152,2879,17695,-1,0
2017-08-03 17:02:55 192.168.87.116,7806,818,0,0
2017-08-03 17:02:57 192.168.87.152,2879,17695,-1,0
2017-08-03 17:03:05 192.168.87.116,8029,1297,0,0
2017-08-03 17:03:07 192.168.87.152,2879,17695,-1,0
2017-08-03 17:03:15 192.168.87.116,6135,793,0,0
2017-08-03 17:03:17 192.168.87.152,2879,17695,-1,0
2017-08-03 17:03:25 192.168.87.116,9050,1053,0,0
2017-08-03 17:03:26 192.168.87.152,2879,17695,-1,0
2017-08-03 17:03:35 192.168.87.116,8782,999,0,0
2017-08-03 17:03:37 192.168.87.152,2879,17695,-1,0
2017-08-03 17:03:45 192.168.87.116,5785,1082,0,0
2017-08-03 17:03:47 192.168.87.152,2879,17695,-1,0
2017-08-03 17:03:55 192.168.87.116,22828,8668,0,0
2017-08-03 17:03:57 192.168.87.152,2879,17695,-1,0
2017-08-03 17:04:05 192.168.87.116,13749,1266,0,0
2017-08-03 17:04:07 192.168.87.152,2879,17695,-1,0
2017-08-03 17:04:15 192.168.87.116,6612,938,0,0
2017-08-03 17:04:17 192.168.87.152,2879,17695,-1,0
2017-08-03 17:04:25 192.168.87.116,6612,938,0,0
2017-08-03 17:04:27 192.168.87.152,2879,17695,-1,0
2017-08-03 17:04:35 192.168.87.116,8272,1051,0,0
2017-08-03 17:04:37 192.168.87.152,2879,17695,-1,0
2017-08-03 17:04:45 192.168.87.116,8146,1549,0,0
2017-08-03 17:04:47 192.168.87.152,2879,17695,-1,0
2017-08-03 17:04:55 192.168.87.116,6193,737,0,0
2017-08-03 17:04:55 192.168.87.152,2879,17695,14,0
2017-08-03 17:05:05 192.168.87.116,8398,747,0,0
2017-08-03 17:05:05 192.168.87.152,1599,6849,80,0
2017-08-03 17:05:15 192.168.87.116,549823,24897,0,0
2017-08-03 17:05:15 192.168.87.152,18579,578710,295,0
2017-08-03 17:05:25 192.168.87.116,13122,1199,0,0
2017-08-03 17:05:27 192.168.87.152,18579,578710,-1,0
2017-08-03 17:05:35 192.168.87.116,8890,921,0,0
2017-08-03 17:05:36 192.168.87.152,18579,578710,-1,0
2017-08-03 17:05:45 192.168.87.116,140805,9780,0,0
2017-08-03 17:05:45 192.168.87.152,4404,60471,181,0
2017-08-03 17:05:55 192.168.87.116,64067,4012,0,0
2017-08-03 17:05:57 192.168.87.152,4404,60471,-1,0
2017-08-03 17:06:05 192.168.87.116,8061,1232,0,0
2017-08-03 17:06:05 192.168.87.152,4404,60471,607,0
2017-08-03 17:06:15 192.168.87.116,8061,1232,0,0
2017-08-03 17:06:15 192.168.87.152,2913,54190,525,0
2017-08-03 17:06:25 192.168.87.116,262131,15169,0,0
2017-08-03 17:06:25 192.168.87.152,2913,54190,186,0
2017-08-03 17:06:35 192.168.87.116,124762,5390,0,0
2017-08-03 17:06:37 192.168.87.152,2913,54190,-1,0
2017-08-03 17:06:45 192.168.87.116,14091,5467,0,0
2017-08-03 17:06:47 192.168.87.152,2913,54190,-1,0
2017-08-03 17:06:55 192.168.87.116,8598,1358,0,0
2017-08-03 17:06:57 192.168.87.152,2913,54190,-1,0
2017-08-03 17:07:05 192.168.87.116,6541,1091,0,0
2017-08-03 17:07:07 192.168.87.152,2913,54190,-1,0
2017-08-03 17:07:15 192.168.87.116,8352,1213,0,0
2017-08-03 17:07:17 192.168.87.152,2913,54190,-1,0
2017-08-03 17:07:25 192.168.87.116,8275,970,0,0
2017-08-03 17:07:27 192.168.87.152,2913,54190,-1,0
2017-08-03 17:07:35 192.168.87.116,6150,658,0,0
2017-08-03 17:07:37 192.168.87.152,2913,54190,-1,0
2017-08-03 17:07:45 192.168.87.116,7884,940,0,0
2017-08-03 17:07:47 192.168.87.152,2913,54190,-1,0
2017-08-03 17:07:55 192.168.87.116,12552,4833,0,0
2017-08-03 17:07:57 192.168.87.152,2913,54190,-1,0
2017-08-03 17:08:05 192.168.87.116,12552,4833,0,0
2017-08-03 17:08:07 192.168.87.152,2913,54190,-1,0
2017-08-03 17:08:15 192.168.87.116,6452,576,0,0
2017-08-03 17:08:16 192.168.87.152,2913,54190,879,0
2017-08-03 17:08:25 192.168.87.116,120869,9244,0,0
2017-08-03 17:08:25 192.168.87.152,2913,54190,223,0
2017-08-03 17:08:35 192.168.87.116,186832,9622,0,0
2017-08-03 17:08:35 192.168.87.152,3923,62070,207,0
