38.892,61286,2715601,-1,0
103.712,52117,2277364,211,0
109.268,62301,3657998,364,0
146.308,62556,2074391,424,0
151.864,62556,2074391,114,0
222.24,2879,17695,-1,0
240.76,18579,578710,-1,0
274.096,2913,54190,879,0
309.284,30814,1221273,65,0
351.88,29037,1178847,475,0
379.66,25734,1077875,754,0
400.032,42683,1861481,448,0
409.292,42683,1861481,838,0
416.7,42683,1861481,398,0
422.256,24689,1290095,732,0
427.812,44710,1463277,551,0
435.22,44710,1463277,1159,0
466.704,15914,612187,1189,0
500.04,40903,1719286,1151,0
513.004,27707,1014575,210,0
529.672,41497,1838271,461,0
551.896,41497,1838271,453,0
561.156,22094,898202,163,0
577.824,22094,898202,572,0
587.084,15291,584126,134,0
596.344,15291,584126,989,0
605.604,22331,905123,202,0
616.716,21840,906717,257,0
625.976,21840,906717,174,0
635.236,19560,694680,370,0
644.496,19971,739336,147,0
653.756,31674,1205247,250,0
663.016,31674,1205247,195,0
670.424,37053,1553476,59,0
681.536,37053,1553476,390,0
690.796,28410,1146795,103,0
707.464,13739,498281,66,0
716.724,21752,891320,425,0
724.132,16124,586705,647,0
733.392,16124,586705,343,0
742.652,14118,507812,-1,0
757.468,14118,507812,-1,0
766.728,14118,507812,-1,0
787.1,14118,507812,21,0
803.768,7577,181244,595,0
809.324,11395,340921,574,0
818.584,16405,406739,357,0
827.844,12339,432142,122,0
838.956,12339,432142,531,0
857.476,12339,432142,717,0
866.736,12339,432142,119,0
875.996,12339,432142,754,0
885.256,12339,432142,360,0
892.664,14497,520849,-1,0
894.516,14497,520849,-1,0
894.516,14497,520849,331,0
903.776,14497,520849,-1,0
909.332,14497,520849,-1,0
907.48,14497,520849,-1,0
907.48,14497,520849,-1,0
913.036,14497,520849,-1,0
914.888,14497,520849,22,0
929.704,14497,520849,315,0
937.112,5870,135229,123,0
946.372,5870,135229,84,0
1000.08,8369,249814,69,0
1007.488,17365,575461,136,0
1016.748,16834,554768,140,0
1026.008,16834,554768,538,0
1031.564,11731,422540,87,0
1042.676,11731,422540,-1,0
