183942,9.26
183944,9.26
183946,7.408
183948,9.26
183950,9.26
183952,9.26
183954,9.26
183956,9.26
183958,7.408
184000,9.26
184002,9.26
184004,9.26
184006,9.26
184008,9.26
184010,9.26
184012,9.26
184014,9.26
184016,9.26
184018,9.26
184020,9.26
184022,9.26
184024,9.26
184026,9.26
184028,9.26
184030,9.26
184032,9.26
184034,9.26
184036,11.112
184038,12.964
184040,14.816
184042,14.816
184044,16.668
184046,18.52
184048,18.52
184050,20.372
184052,20.372
184054,20.372
184056,22.224
184058,22.224
184100,24.076
184102,24.076
184104,25.928
184106,25.928
184108,27.78
184110,29.632
184112,31.484
184114,31.484
184116,33.336
184118,35.188
184120,35.188
184122,37.04
184124,37.04
184126,38.892
184128,40.744
184130,40.744
184132,42.596
184134,44.448
184136,44.448
184138,46.3
184140,48.152
184142,46.3
184144,48.152
184146,50.004
184148,51.856
184150,51.856
184152,51.856
184154,51.856
184156,51.856
184158,51.856
184200,53.708
184202,55.56
184204,55.56
184206,57.412
184208,59.264
184210,59.264
184212,62.968
184214,61.116
184216,61.116
184218,61.116
184220,62.968
184222,64.82
184224,66.672
184226,64.82
184228,64.82
184230,64.82
184232,64.82
184234,64.82
184236,66.672
184238,66.672
184240,68.524
184242,70.376
184244,70.376
184246,70.376
184248,72.228
184250,72.228
184252,75.932
184254,75.932
184256,77.784
184258,79.636
184300,79.636
184302,79.636
184304,79.636
184306,79.636
184308,79.636
184310,79.636
184312,83.34
184314,83.34
184316,85.192
184318,87.044
184320,87.044
184322,87.044
184324,87.044
184326,90.748
184328,92.6
184330,92.6
184332,94.452
184334,96.304
184336,98.156
184338,100.008
184340,100.008
184342,101.86
184344,103.712
184346,101.86
184348,101.86
184350,101.86
184352,103.712
184354,105.564
184356,105.564
184358,107.416
184400,109.268
184402,109.268
184404,109.268
184406,109.268
184408,109.268
184410,109.268
184412,109.268
184414,112.972
184416,114.824
184418,114.824
184420,116.676
184422,116.676
184424,118.528
184426,120.38
184428,122.232
184430,120.38
184432,120.38
184434,122.232
184436,124.084
184438,125.936
184440,125.936
184442,127.788
184444,129.64
184446,131.492
184448,131.492
184450,131.492
184452,133.344
184454,135.196
184456,135.196
184458,137.048
184500,138.9
184502,138.9
184504,138.9
184506,140.752
184508,142.604
184510,142.604
184512,144.456
184514,146.308
184516,146.308
184518,148.16
184520,150.012
184522,150.012
184524,151.864
184526,151.864
184528,155.568
184530,155.568
184532,157.42
184534,159.272
184536,159.272
184538,161.124
184540,162.976
184542,162.976
184544,164.828
184546,166.68
184548,166.68
184550,168.532
184552,168.532
184554,170.384
184556,172.236
184558,172.236
184600,174.088
184602,175.94
184604,177.792
184606,179.644
184608,181.496
184610,181.496
184612,183.348
184614,183.348
184616,185.2
184618,185.2
184620,185.2
184622,185.2
184624,188.904
184626,188.904
184628,190.756
184630,192.608
184632,194.46
184634,196.312
184636,196.312
184638,200.016
184640,200.016
184642,201.868
184644,201.868
184646,201.868
184648,201.868
184650,201.868
184652,203.72
184654,205.572
184656,207.424
184658,209.276
184700,211.128
184702,211.128
184704,212.98
184706,214.832
184708,216.684
184710,218.536
184712,218.536
184714,220.388
184716,222.24
184718,222.24
184720,224.092
184722,224.092
184724,225.944
184726,227.796
184728,227.796
184730,231.5
184732,231.5
184734,231.5
184736,233.352
184738,231.5
184740,231.5
184742,233.352
184744,235.204
184746,237.056
184748,238.908
184750,238.908
184752,240.76
184754,240.76
184756,238.908
184758,238.908
184800,238.908
184802,238.908
184804,238.908
184806,237.056
184808,237.056
184810,237.056
184812,238.908
184814,240.76
184816,240.76
184818,240.76
184820,238.908
184822,238.908
184824,240.76
184826,240.76
184828,237.056
184830,237.056
184832,237.056
184834,235.204
184836,235.204
184838,235.204
184840,237.056
184842,238.908
184844,238.908
184846,240.76
184848,242.612
184850,240.76
184852,240.76
184854,242.612
184856,244.464
184858,244.464
184900,244.464
184902,244.464
184904,244.464
184906,244.464
184908,244.464
184910,244.464
184912,244.464
184914,244.464
184916,244.464
184918,244.464
184920,244.464
184922,244.464
184924,244.464
184926,244.464
184928,244.464
184930,244.464
184932,244.464
184934,244.464
184936,246.316
184938,242.612
184940,242.612
184942,242.612
184944,242.612
184946,242.612
184948,242.612
184950,244.464
184952,242.612
184954,244.464
184956,244.464
184958,244.464
185000,244.464
185002,244.464
185004,244.464
185006,244.464
185008,244.464
185010,244.464
185012,244.464
185014,244.464
185016,244.464
185018,244.464
185020,246.316
185022,246.316
185024,248.168
185026,250.02
185028,248.168
185030,250.02
185032,250.02
185034,250.02
185036,251.872
185038,251.872
185040,253.724
185042,255.576
185044,257.428
185046,257.428
185048,259.28
185050,261.132
185052,261.132
185054,259.28
185056,259.28
185058,259.28
185100,259.28
185102,259.28
185104,259.28
185106,259.28
185108,259.28
185110,259.28
185112,259.28
185114,259.28
185116,259.28
185118,259.28
185120,259.28
185122,259.28
185124,259.28
185126,259.28
185128,259.28
185130,259.28
185132,261.132
185134,262.984
185136,262.984
185138,264.836
185140,266.688
185142,266.688
185144,268.54
185146,270.392
185148,270.392
185150,270.392
185152,270.392
185154,270.392
185156,270.392
185158,270.392
185200,270.392
185202,272.244
185204,274.096
185206,275.948
185208,275.948
185210,277.8
185212,279.652
185214,279.652
185216,279.652
185218,279.652
185220,281.504
185222,281.504
185224,285.208
185226,285.208
185228,287.06
185230,290.764
185232,290.764
185234,292.616
185236,292.616
185238,292.616
185240,292.616
185242,292.616
185244,290.764
185246,290.764
185248,290.764
185250,292.616
185252,290.764
185254,290.764
185256,290.764
185258,290.764
185300,292.616
185302,294.468
185304,296.32
185306,298.172
185308,300.024
185310,301.876
185312,303.728
185314,303.728
185316,305.58
185318,305.58
185320,307.432
185322,309.284
185324,309.284
185326,311.136
185328,311.136
185330,311.136
185332,312.988
185334,314.84
185336,314.84
185338,316.692
185340,318.544
185342,318.544
185344,318.544
185346,320.396
185348,322.248
185350,322.248
185352,324.1
185354,325.952
185356,325.952
185358,327.804
185400,329.656
185402,329.656
185404,333.36
185406,333.36
185408,335.212
185410,337.064
185412,338.916
185414,340.768
185416,340.768
185418,342.62
185420,344.472
185422,346.324
185424,346.324
185426,348.176
185428,350.028
185430,350.028
185432,351.88
185434,353.732
185436,355.584
185438,357.436
185440,357.436
185442,359.288
185444,359.288
185446,359.288
185448,359.288
185450,359.288
185452,359.288
185454,359.288
185456,359.288
185458,359.288
185500,359.288
185502,359.288
185504,359.288
185506,359.288
185508,359.288
185510,359.288
185512,359.288
185514,361.14
185516,361.14
185518,361.14
185520,362.992
185522,364.844
185524,364.844
185526,366.696
185528,366.696
185530,368.548
185532,370.4
185534,370.4
