*
*
*   Date      Time      IP,bpsIn,bpsOut,rtt(ms),packet loss(%)
2017-07-19 21:26:35 192.168.87.151,1170788,21907,0,0
2017-07-19 21:26:35 192.168.87.152,2557,71047,176,0
2017-07-19 21:26:45 192.168.87.151,8920180,146408,0,0
2017-07-19 21:26:46 192.168.87.152,154230,12078923,1505,0
2017-07-19 21:26:55 192.168.87.151,10708028,181587,0,0
2017-07-19 21:26:55 192.168.87.152,154230,12078923,6,0
2017-07-19 21:27:05 192.168.87.151,2793510,63563,0,0
2017-07-19 21:27:05 192.168.87.152,67915,6092157,158,0
2017-07-19 21:27:15 192.168.87.151,2793510,63563,0,0
2017-07-19 21:27:16 192.168.87.152,155854,9892786,1209,0
2017-07-19 21:27:25 192.168.87.151,8549555,146850,0,0
2017-07-19 21:27:25 192.168.87.152,87822,6432912,98,0
2017-07-19 21:27:35 192.168.87.151,11077850,178278,0,0
2017-07-19 21:27:35 192.168.87.152,144726,11481738,388,0
2017-07-19 21:27:45 192.168.87.151,8581981,130731,0,0
2017-07-19 21:27:46 192.168.87.152,144726,11481738,1200,0
2017-07-19 21:27:55 192.168.87.151,11067450,164299,0,0
2017-07-19 21:27:56 192.168.87.152,94515,10661300,1430,0
2017-07-19 21:28:05 192.168.87.151,11067450,164299,0,0
2017-07-19 21:28:05 192.168.87.152,94515,10661300,592,0
2017-07-19 21:28:15 192.168.87.151,11067450,164299,0,0
2017-07-19 21:28:15 192.168.87.152,106391,6921381,217,0
2017-07-19 21:28:25 192.168.87.151,5499069,94996,0,0
2017-07-19 21:28:25 192.168.87.152,110836,7453135,344,0
2017-07-19 21:28:35 192.168.87.151,8305323,137106,0,0
2017-07-19 21:28:36 192.168.87.152,110836,7453135,1694,0
2017-07-19 21:28:45 192.168.87.151,2926694,55183,0,0
2017-07-19 21:28:45 192.168.87.152,60845,4546181,399,0
2017-07-19 21:28:55 192.168.87.151,7740238,123044,0,0
2017-07-19 21:28:57 192.168.87.152,123350,10177239,-1,0
2017-07-19 21:29:05 192.168.87.151,8152198,130668,0,0
2017-07-19 21:29:07 192.168.87.152,85093,7108938,-1,0
2017-07-19 21:29:15 192.168.87.151,5659836,94808,0,0
2017-07-19 21:29:17 192.168.87.152,85093,7108938,-1,0
2017-07-19 21:29:25 192.168.87.151,3536720,65851,0,0
2017-07-19 21:29:25 192.168.87.152,69129,4865548,505,0
2017-07-19 21:29:35 192.168.87.151,8932004,139987,0,0
2017-07-19 21:29:35 192.168.87.152,69129,4865548,590,0
2017-07-19 21:29:45 192.168.87.151,10398386,170671,0,0
2017-07-19 21:29:46 192.168.87.152,69129,4865548,788,0
2017-07-19 21:29:55 192.168.87.151,4065826,66536,0,0
2017-07-19 21:29:56 192.168.87.152,69129,4865548,665,0
2017-07-19 21:30:05 192.168.87.151,4065826,66536,0,0
2017-07-19 21:30:06 192.168.87.152,98023,7891401,1330,0
2017-07-19 21:30:15 192.168.87.151,8024843,124939,0,0
2017-07-19 21:30:16 192.168.87.152,90834,7622142,1183,0
2017-07-19 21:30:25 192.168.87.151,8405475,134370,0,0
2017-07-19 21:30:27 192.168.87.152,90834,7622142,-1,0
2017-07-19 21:30:35 192.168.87.151,4717322,97078,0,0
2017-07-19 21:30:35 192.168.87.152,95660,6808932,337,0
2017-07-19 21:30:45 192.168.87.151,7827445,127828,0,0
2017-07-19 21:30:46 192.168.87.152,121264,9765290,685,0
2017-07-19 21:30:55 192.168.87.151,8969203,137245,0,0
2017-07-19 21:30:55 192.168.87.152,73190,6516568,208,0
2017-07-19 21:31:05 192.168.87.151,6591597,116794,0,0
2017-07-19 21:31:05 192.168.87.152,120943,9248234,296,0
2017-07-19 21:31:15 192.168.87.151,8377924,133532,0,0
2017-07-19 21:31:17 192.168.87.152,115838,9052901,-1,0
2017-07-19 21:31:25 192.168.87.151,4793419,79042,0,0
2017-07-19 21:31:25 192.168.87.152,33883,4352932,220,0
2017-07-19 21:31:35 192.168.87.151,5768449,88708,0,0
2017-07-19 21:31:35 192.168.87.152,116379,7517751,345,0
2017-07-19 21:31:45 192.168.87.151,7469447,123650,0,0
2017-07-19 21:31:45 192.168.87.152,116379,7517751,396,0
2017-07-19 21:31:55 192.168.87.151,7469447,123650,0,0
2017-07-19 21:31:56 192.168.87.152,91831,7233673,1193,0
2017-07-19 21:32:05 192.168.87.151,4961353,81724,0,0
2017-07-19 21:32:05 192.168.87.152,42612,3227258,467,0
2017-07-19 21:32:15 192.168.87.151,4914657,78378,0,0
2017-07-19 21:32:16 192.168.87.152,81444,6648279,1236,0
2017-07-19 21:32:25 192.168.87.151,9001036,137039,0,0
2017-07-19 21:32:27 192.168.87.152,81444,6648279,-1,0
2017-07-19 21:32:35 192.168.87.151,6262232,102400,0,0
2017-07-19 21:32:37 192.168.87.152,81444,6648279,1964,0
